評論者,評等,評語
郭永炎,4,非常優質，餐點很多，而且好吃，沒吃過，可以來品嚐……
吳小毅,5,生魚片可以給的很大方 吃起來過癮 蝦類料理蠻新鮮的 現煮蛤蜊湯好喝！
Daniel Chu,3,品質有降低
Joe,4,每道餐點都有用心生魚片區有好幾道杯碗的小餐點很別緻安康魚肝印象深刻 ⋯⋯更多每道餐點都有用心生魚片區有好幾道杯碗的小餐點很別緻安康魚肝印象深刻中午場可以用到2點但從1點半開始每5分鐘就一組女外場服務人員一直來提醒當下還在吃甜點 硬要收餐具收紙墊 一直被打斷同行老婆也留下不好的服務印象我坐7/23中午R01能理解下午茶要提前準備但離開時1:50外場服務讓客戶在最後20分鐘留下不好的印象食物作的用心都白廢了有時員工要作對的事 而非趕快要把事情作好其中一個男服務員用餐時有來收過 語氣很溫和舒服 且最後看他是先收用畢的座位 有加分 共4星
yang michael,4,不錯吃，服務態度佳，食物精緻
C hang,5,用餐環境舒適服務人員親切而且有效率用完的餐盤整理的很迅速 ⋯⋯更多用餐環境舒適服務人員親切而且有效率用完的餐盤整理的很迅速而且也會貼心的用椅套把隨身物品蓋住餐點都有達到水準
周泉,4,大眾化、算平價的buffet。
huntude S,3,沒有零卡可樂
Ting,5,服務態度良好，環境乾淨，海鮮美味，大部分都很好吃，感受得出專業感，很不錯！
Hsien-ping Wu,5,個人很喜歡生魚片跟握壽司，覺得午餐的CP值挺不錯的。
Michelle Cai,4,每次來吃吃到飽都覺得很不划算，每樣都想吃，一下子就吃飽了看來我很不適合來這種高級餐廳
CEC Camping,5,東西好吃選擇多，吃到飽首選
erica Wu,4,餐點進步很多，服務也好，希望餐點可以再細膩一點就滿分了
Yuning Lin,4,建議提早訂位比較不需要等待，用餐時間很長，可以慢慢吃。種類眾多，補菜的速度也很快，補盤子、收盤子的速度也很快。部分菜色會更換。
劉秝滎,4,食物新鮮.廚師親切.服務人員有禮貌
李阿恩,4,好吃，東西多樣~讚啦b！！！
沈勳燦,3,還不錯
阿珊,5,用餐環境舒適
蘇俊華,5,東西好吃又新鮮，值回票價喔！
王敏蘭,2,以它的價位，東西幾乎一成不變每次吃的食物都差不多，人變少了。
Vanessa Lu,2,菜色雖然很多樣化，但食材真的沒有很好，真的不會再次光顧了！
Min Min,3,在用餐過程中一直聞到很像廁所拖地後的臭味
徐菊蘭,4,剛進去感覺很舒服溫馨，再者 服務員很親切周到，食材好吃美味，飲品爽口不膩，點心 視覺美麗 口感好享受^^  好朋友們有空可以去享受看看喔……
TH K,5,環境好 推薦鮭魚生魚片 蝦子🦐 蛤蜊湯 甜點
俞建廷,3,覺的一樣的響食天堂！還是桃園欸新光三越，食材比較新鮮！有些東西好像從中午放到晚上吃起來..油耗味蠻重的！或是冷掉東西在加熱過..害我省了三個月，結果是...說到這不由感慨萬千...
Hugh Hung,3,食材還好，手藝粗造了些。
yang maggie,5,交通便利 服務好 補貨快
吳苡安,4,食物大致上都很新鮮˙補菜速度也很快˙服務人員很有禮貌˙真的要挑缺點的話˙應該就是拿食物時的動線˙感覺很亂˙很擠˙生食˙熟食˙標示的不明顯˙蛋糕類和水果類種類不是很多˙其他的還算不錯
Shivaj Jane,5,超級好吃的吃到飽，饗食天堂比之前我10年前來過時進步很多，東西都新鮮好吃，下午茶可以吃那麼多東西，烤蝦非常鮮嫩多汁好吃👍，焦糖布蕾是我的愛，一次吃好幾個.....也有我愛的帶血牛肉....那個義大利卷卷麵調味非常的剛好好吃，吃兩盤，廚師都面帶笑容很親切，也不會怕人家吃， ⋯⋯更多超級好吃的吃到飽，饗食天堂比之前我10年前來過時進步很多，東西都新鮮好吃，下午茶可以吃那麼多東西，烤蝦非常鮮嫩多汁好吃👍，焦糖布蕾是我的愛，一次吃好幾個.....也有我愛的帶血牛肉....那個義大利卷卷麵調味非常的剛好好吃，吃兩盤，廚師都面帶笑容很親切，也不會怕人家吃，這價格非常實惠，我覺得比饗饗的下午茶更好吃耶....（雖然是同個體系）今天的用餐滿足感直達5分以上買單的小姐也是笑容可掬非常親切，服務人員也非常勤勞收盤子，還有蓋包包的貼心舉動，非常開心的一天。7/03-14:30～16:30，對喔我整整吃了兩小。
david linwaich,5,滿足味觉，更滿足視觉。
點點,5,好吃❤️點點我特別喜歡芒果冰！點弟超喜歡古瓶蒸我陪他吃了很多瓶哈哈哈💕😜
洪湘蒂,5,烤蝦好吃很甜😋服務也很好呦生日還會送小禮物🎁
張傑,1,環境菜色比以前差很多
Juning Wang,5,食材多樣性，服務人員解說清楚，態度優良，價格合理。
Shen Yun,2,去年來吃的時候，覺得很好吃很新鮮，吃的很開心。今天來吃完全變了樣，食材不是很新鮮，牛肉吃起來都是筋難以吞咽…應該以後不會再來了…
Yi Wu,4,菜色豐富多樣 但吃久了覺得都沒改變 環境服務都不錯
PEIPEI YEH,5,覺得平日晚上來的感覺很舒適😊服務人員人都很優質👍🏻環境收拾速度也很快唷😊
Youcheng Lee,4,貴貴der
Pegg Joey,5,(由 Google 提供翻譯) 我們去過2018年11月/十二月的這家可愛的餐廳。非常豪華的設計餐廳。食物確實是最高質量的，而且服務也很棒。工作人員加倍努力，以確保我們獲得最佳的就餐體驗。感謝所有員工和經理詹姆斯·林。 …更多(由 Google 提供翻譯) 我們去過2018年11月/十二月的這家可愛的餐廳。非常豪華的設計餐廳。食物確實是最高質量的，而且服務也很棒。工作人員加倍努力，以確保我們獲得最佳的就餐體驗。感謝所有員工和經理詹姆斯·林。(原始評論)We have been to this lovely restaurant in NOV/DEC 2018. Very luxurious design  restaurant. The food was indeed the top quality and the service was excellent. The staff went extra mile to ensure we had the best dining experience. Thank you to all the staff and the manager James Lin.
李淑文,5,帶媽媽來吃，感覺服務人員都會貼心的為老人家服務，而且主動詢問是否要幫忙，貼心服務ㄉ餐廳~~
謝Ken,4,還不錯！
H.C. Hung,3,位置在 FE21 樓上，吃到飽的餐廳，需要預約。
張明珠,5,(由 Google 提供翻譯) 食物味道(原始評論)食品味美
林沛瀅,5,餐點多樣化
Chuan Tse Cheng,5,餐點種類豐富服務速度很即時
Yuhan,1,電話預約晚餐17.30，到了服務人員卻告知我們已電話取消預約（傻眼... 我們是取消果然匯的，且果然匯有親自來電確認）之後說18.30前會安排好位子，十幾個人站在櫃台乾等到18.00不奈煩了，於是去問位子安排的如何，卻回答要等別人沒有來報到我們才可入座（再度傻眼...）要是知道是要等別人沒來報到才有座位，當初就直接走人啦！屢次前後不一的說法想打發客人，實在不可取...
Krystal,1,爛透了 打電話訂位沒取消到了現場居然說我們把位子取消 連吃都沒吃到還說要我們在想場等 等了會讓我們進去 到了1小時我們居然給我們說要等到別人取消位子才能讓我們進去 跟原本講的完全不一樣
wenyou hung,2,普普，價格不優
Anne liao,3,整體而言 服務態度很好訂位時有說明我們有娃娃車也安排了合適的位置 ⋯⋯更多整體而言 服務態度很好訂位時有說明我們有娃娃車也安排了合適的位置服務人員很熱心 反應有任何問題 立即處理桌面清理也很迅速昨晚去吃晚餐 唯二美中不足是冷飲區→大概8點半左右冰塊就沒有了也沒有再補開放式 甜點區→蘋果磅蛋糕有類似果蠅的小飛蟲落在上面 跟現場人員反應後 竟然只拿走有疑似果蠅的那幾片 其餘 又整盤放回去花生糖都已經軟掉不酥脆
Carol Chen,4,餐點都很不錯
楊Paul,4,東西多樣新鮮又好吃😋，若生日當天的壽星還有生日小禮物喔！
Annabelle Huang,1,從訂位開始就覺得服務人員態度不好，團體訂位本來就是比個人訂位過程繁瑣，有問題都有事先告知，訂28人給24人的桌位，誇張要三個位子擠五個人，明明旁邊桌子都沒人坐，更誇張的是服務員在用餐中要求換位子二次，要不是用餐大多是板橋人，要不然同價位的Buffet其他餐廳服務品質會比較好！
J Wade,5,氣氛比京站店好很多
김영신,5,(由 Google 提供翻譯) 韓國人一定會去的下午茶比Marachen便宜。香植春當板橋(原始評論) …更多(由 Google 提供翻譯) 韓國人一定會去的下午茶比Marachen便宜。香植春當板橋(原始評論)한국인 분들 꼭가보세요 에프터는티는 마라훠거보다 쌉니다. 향식천당 반차오점
蘇鈺斐,5,每年生日必來吃一頓大餐，食材新鮮很美味，服務人員也很認真常來巡視收盤子。
yik pan tai,4,我是第一次來饗食天堂吃的是下午茶食物種類算多 ⋯⋯更多我是第一次來饗食天堂吃的是下午茶食物種類算多生魚片也挺新鮮德國豬腳也比期望的好吃現切的烤豬肉有點柴蒸籠點心跟本就是災難啊燒賣跟蝦餃都非常不對味吃的人好像也不多建議可以收掉換其他種類食物本身不太吃海鮮 所以不知情海鮮類的狀況除此之外每一道都不錯甜點跟飲料選擇很足夠用餐環境乾淨服務員收盤子速度很快我們帶小孩子去剛好在睡覺又坐到出風口的位置 跟服務員要小涼被不過他們沒有提供但是還是特別找了一件小背心來我跟老婆因爲這樣都覺得服務很好下次還會來同一家
Pong Jasmei,5,聚會好地方！
蔣永軒,5,C/P高的吃到飽
Weng Joshan,4,帶著朋友來慶生~雖是平日午餐時段，依然滿滿的人：）東西種類很多，義大利麵跟牛肉都不錯吃~天婦羅也好吃~ ⋯⋯更多帶著朋友來慶生~雖是平日午餐時段，依然滿滿的人：）東西種類很多，義大利麵跟牛肉都不錯吃~天婦羅也好吃~那個松露水晶餃的味道就有點可怕了…我個人不是很愛…用餐氣氛不錯，收餐具的速度也頗快~當天有自備自製的蛋糕要慶生， 服務人員也說完全沒問題，還先幫我們冰起來~（雖然最後吃太飽了蛋糕還是帶回家吃…ORZ）唯可惜是甜點表現並不出色，吃了好幾樣，沒有一樣覺得特別好吃~希望未來能在這邊吃到好吃的甜點：）
應文政,5,棒！早 午餐空腹 ！晚上儘管發揮吃的功力！
CHUN WA LEE,5,Ok啦幾好味嘅地方好乾淨嘢食幾多下 食得過我下次去再去啦
曾太銓,5,食物很新鮮
林Qoo,3,(由 Google 提供翻譯) 交通算便利(原始評論)交通算便利
嘿嘿哈哈嘻嘻,5,(由 Google 提供翻譯) 非常棒 喝醉酒了啦♡♡♡(原始評論)非常棒 喝醉酒了啦♡♡♡
Cecil Tsai,5,好吃、服務態度佳 從以前吃到現在都很不錯朋友聚餐好地方
梁麗紗,4,(由 Google 提供翻譯) 食材很棒(原始評論)食材很棒
楊伯鋒,5,(由 Google 提供翻譯) 超好吃(原始評論)超好吃
Ding Ren,5,服務周到，非常滿意
Haw WU,3,餐點不錯、收費不便宜。吃到飽餐廳
蔡爾文,5,空間大，料理多，好吃。最好提前訂位。
呂玉女,4,有生蠔嗎？
堯阿文is me,5,好吃，綠茶好喝
Aasss Aaa,4,吃喝滿意
Joyce Chiu,5,吃的很飽  可以去吃
洪靖恩,4,甜點超好吃的
Nelson Wang,5,食物不錯 動線也挺好的的只是服務人員收盤速度需要再加強剉冰跟生啤區的服務人員人手明顯不足一個人要負責製冰又要負責弄生啤 ⋯
Hsiao-Chun Huang,3,吃到飽就吃自己喜歡的菜色，不要吃過多，吃開心就好
Alan Jao,1,海鮮一點點，等很久才上，大家都覺得不優
金育瑄,1,東西上太慢，冰的選擇也比以前少，覺得太不值這個價位
戴佩琪,4,食物和動線都很好但桌上的餐盤都堆半山高了還沒服務生收 都要自己端去旁邊檯子上
EMILY YEH,5,整理桌面的速度很快👍🏻，飽到橫隔膜差點彈出來🤪
林廷儒,4,(由 Google 提供翻譯) 生魚條(原始評論)生魚片棒
陳巧玟,4,先去電話定位時，有告知有老人，但當天到時他們安排在最裡面靠牆位置，進出非常不方便，有禮貌的詢問服務人員是否可換其他位置，服務人員態度不佳表現十分不耐煩，餐廳內的東西也沒有特別令人驚艷的料理，尤其是假日時段的價格頗高，讓人覺得CP值不高
曾建 榮,4,菜色多樣、口
Jessie W.,4,越來越好
林佳蓓,4,種類多，漲價後有更新菜色。烤蝦蠻不錯的，大多都蠻好吃蠻喜歡的。
高小姐,4,很讚
吳雅惠,3,一般般，沒啥特別
劉宇祥,5,服務親切，食材新鮮，同樣料理的手藝每次好像吃起來好像都有差異，甜點很有選擇。
連素華,4,菜色多樣，服務態度親切
張賢修,2,第一次去板橋店，預訂五人給的是四人座加一張椅子，桌子就變太小太擁擠，剛入坐就看到蟑螂在桌上爬來爬去，跟店家反映說會加強消毒？儍眼@@，天使紅蝦干貝嫩煎羊小排，羊小排只拿到一次就在也沒看到了怕人吃嗎？三樣總是缺一種，天使紅蝦冰太久口感爛爛的只有干貝，骰子牛肉好吃，整體來說這價位是可在訪的，但改善環境衛生及五個人擠四個人的位子，分數會更高！
Bruce Lu,4,不錯吃
東霖吳,5,環境優雅 食材新鮮
Jasonx Huang,3,吃的不錯，坐的舒服，冷氣空調也舒服，下午來吃到飽更是超值
林八斗,4,不錯吃
戲夢人生,1,說有位置帶進去之後說被坐走了不好意思！！？這啥狀況！！！！無言
YingChen Liu,5,(由 Google 提供翻譯) 下午茶很棒(原始評論)下午茶很棒
Janice Wang,4,品項很多，生魚片，甜點好吃
Liu kevin,5,服務好，用餐服務品質好
方文郁,5,好吃，人員服務好
S.C. Lin,1,食物還行，但餐具很髒。飲料杯的杯壁上有沒洗乾淨的垢，餐盤上有灰塵，就算是週末晚上人潮多，最基本的衛生也該做好吧？
筱璘,5,服務親切態度佳！！！現場客人超多 所有內、外場人員都很忙，但都沒有不悅或不耐煩的表情^^超推~
陳佳遠,5,"新的一些菜色不錯, 天使紅蝦好吃, 還有新的氮氣咖啡很特別,好喝"
吳瓜瓜,5,晚餐不限時，帶小孩很棒🤩
賈美婷,4,帶家人來過母親節午餐3人花$2633
黃雅凌,4,甜點超優！推！
Chaoan Cheng,5,"美食種類眾多,只要每一項都吃一次就飽了,但還是會有幾項是自己特別想吃的,吃完走出去肚子都很撐,去用餐當天的前後一週內壽星會送精美小禮物,去用餐的人很多,需事先訂位。"
李齊弘,5,比幾年前吃的品項更多 品質更佳
Sophia Chen,4,餐點多樣，服務很好，就是太吵雜了
薩拉,3,我是吃晚餐，炸物不錯，生食很普通，天使紅蝦跟干貝、港點蝦餃還行，之前吃下午茶有奶油螃蟹好吃，不曉得為何這次去沒看到，總之這類吃到飽大概好點就這樣，食量不大的人基本都吃氣氛
kiki cho,5,(由 Google 提供翻譯) 物超所值(原始評論)物超所值
林正忠,5,東西品項多新鮮好吃  環境整體上不錯
陳萬喜,2,貴又沒什麼東西
張愷凌,4,桃園市桃園區
張惠婷,1,剛開始收桌很熱情 到後來根本不收 還要客人提醒😐😐😐
黃姿玲,5,(由 Google 提供翻譯) 很好(原始評論)很好
陳奕良,3,一般般，常常太多人，吃什麼都要排隊
林亞駿,2,服務人員在料理時邊聊天卻沒戴口罩食物常被夾光補的速度很慢自助吧相較之下也沒什麼比較特別的食物
徐秋雲,5,服務人員態度親切有禮，餐食供應佳
晴,4,終於有更新菜色了，但有些服務生臉很臭，還會斜眼瞪人
Shih ming,2,以食材來說價格有些偏高
小草西,5,很好的用餐氣氛~服務員親切~食材多樣美味~值得再度光臨~
Andersen Chiang,4,不錯啦，品質蠻穩定的。不像那什麼廚房的，時好時壞。
廖廖景文,4,服務態度佳，菜色多樣化美味可口
CHIENYI YANG,4,菜色豐富，用餐環境舒適的自助餐廳，希望多做一些優惠方案，有機會再去。
陳韻雯,5,比信義區的饗食天堂食材更豐盛，吃的很愉快！
Michelle Huang,4,下午茶餐點選擇多元，食物味道還可以，甜點口味有比上次來進步。
早餐店阿姨都叫我帥哥,1,打電話櫃檯訂位打好幾通終於打通、接起來卻直接掛掉非常沒禮貌！！🤬
Michael Liu,5,大馬士革鮮綠茶真是太好喝了！
heana heana5168,4,菜色有改善，有意願再度光臨呦～
胡小姐,5,菜色多樣  用餐環境很好
張珍悅,4,收費越來越貴，但是食物品質有提升，尤其假日下午茶經常要大排長龍。下午茶仍然有牛排、豬排、鹽烤天使紅蝦、炸蝦天婦羅、骰子牛肉等。
Chuen huei Jan,5,吃你想吃，喝你想喝的，飽餐美食。
Nerica Arias,5,(由 Google 提供翻譯) 好的(原始評論)Okay
Silky Joseph,2,菜色還不錯，清潔服務人員態度親切有禮，但...外面櫃檯小姐態度非常傲慢，原本要給四顆星，因外櫃檯小姐的傲慢減兩顆
huang wei,4,板橋吃到飽 不錯的選擇之一
楊鈴雯,3,這次去吃下午茶是為了慶祝老公的生日，服務生還會問我們有沒有人是最近當月壽星啊？我回有喔工作人員就去備小蛋糕蠟燭還有小禮物
Mark A,5,環境舒適寬敞，服務人員服務態度都很好很棒，餐點整體種類不算多但還不錯，骰子牛、氮氣茶飲、等讓人覺得不錯，訂位時知道有小朋友就有準備兒童座位、餐具、圍兜兜跟畫畫組，就已經超乎原本的期待，用餐有抵消費，只是停車費這邊不是很便宜就是，唯一不好吃的，就是興奇的雪花冰，感覺有點弱也多餘，其他飲料甜點、餐點大致上都還可以接受，有機會再訪
Center Chang,4,服務與食物都不錯。
林小寶,4,(由 Google 提供翻譯) 便宜(原始評論)便宜
tingchiu yang,4,有點貴，東西還ok
葉真希,5,適合用餐！
HSINTE TSAI,5,桃園店比較好
yu hsuan hsu,3,種類多，不過味道都還好，沒什麼特別印象深刻的，我想這類的吃到飽應該都是這樣
Frenda Egg,5,食材新鮮
Liu Fang-yu,4,這次多了滿多新菜色，還不錯但漲價後晚餐真的不太划算
王文通,4,菜色很多但不怎麽樣
朱祐宏,3,(由 Google 提供翻譯) 普通(原始評論)普通
陳信安,4,食材多樣 高級 裝修也不錯
林啓忠,5,好吃又好看❤️，是需要去預約的地方💋
諸小姐,1,本來抱了很大的希望去，去了才發現差很多，菜色很多種可是高價位的菜色不多只有兩三種，但是服務很好，有點小可惜沒有注意衛生管理！下次不會在去了
李鳳梅,4,晚餐餐點不錯吃
Real World Scene,5,(由 Google 提供翻譯) 位子很多(原始評論)位子很多
Hanks Chen,4,似乎以前的食物樣式比現在更好
jenny ho,3,服務生一直催收桌，明明還有20分鐘，一直來收餐具，煩死了，是一個年輕女生！
王志展,4,不錯。
Tsai-Sheng Liao,4,菜色豐富，服務親切態度良好，料理較先前進步許多，樣式也較多樣化。聚餐相當推薦！
Angel Chang,4,餐點多，服務好
劉宗翰,4,還不錯囉~雖然東西沒有到很多但東西都算是好吃的~~
Mirror Shih,5,食材品項豐富
ChiHsun Lee,4,服務很好，餐點也很美味
Alba Liao,4,要留意，這是在板橋遠百，而非是大遠百，地址不同。
Rose Hsu,3,這种吃到飽真的不是適合所有的人，只能說对所有的人來說通用的好就是食物选用的多样性
李俊明,4,還不錯
Yu-Sheng Kao,3,食材尚稱新鮮，調酒種類有威士忌調酒
jason. TSao,5,自助吃到飽 還不錯
曾肆,4,連續兩年在這春酒，不錯！
青爭,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
陳祖德,4,(由 Google 提供翻譯) 比台南分店好吃(原始評論)比台南分店好吃
SELENE YEH,1,其實很普通，不值那個價格
吳奇翰,5,山珍海味，讓你來不及吃完就飽了
徐繼偉,4,東西不錯吃服務也還可以 希望生日禮可以好一點
yi hsin cho,4,時常新增新菜👍
陳凱,4,菜色偶爾可以轉換，鮭魚不錯 讚 烤鮭魚
呂紹樺,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
Trista Lin,2,難得慶祝家人生日寄放蛋糕拜託冷藏，最後取回時發現就放一般置物櫃當場傻眼，櫃台先生就說一句還好吧，不好意思喔！心情感覺超差！==
小檳榔,2,(由 Google 提供翻譯) 就是自助餐而已。(原始評論)就是自助餐而已。
林佳宏,4,服務周到，東西好吃，如果食材能在精進會更好。
黃靜雯,5,服務品質好到沒話說～👌
楊振忠,5,很豐富的食材料理^_^
謝史泰博,5,食材豐富，選擇性多
許竣瑋,4,菜色變少了，聚餐還是蠻適合的
ちあき,3,覺得食材一般，好吃的沒幾樣，cp值不高
Jack Fox,3,漲價後不推薦晚餐，晚餐看似時間長可以吃個爽，但某些單調高的菜補菜非常慢，單價低的補的勤，且多數菜色調味偏甜口，罐裝啤酒也取消了改成吧檯套水冰啤，叔我在說啥老司機饕客都懂，想大口吃肉喝酒的同學怕要失望 ... 這成本控管有些過分了，既然大方漲價了就別老怕客人吃多
Yun Li Huang,4,選擇非常多餐點賞心悅目，環境及服務也很好，餐點口味OK!
Qpalzmg許,3,(由 Google 提供翻譯) 普通(原始評論)Soso
Nicky Yang,4,不想去很遠卻想像豬一樣吃喝的好去處。
Mikey Chiang,5,選擇多位子多！
Liga Lin,3,這次應該是第四次來了，也是去年漲價後第ㄧ次來，先說比較好的部分，生魚片還是有ㄧ定水準，多了烤白蝦，干貝，但天使紅蝦老婆說還好，還有新增的調酒類也頗具特色，燒賣類有蝦餃吃了ㄧ個還不錯，水果類有多了類似漢來海港的焦糖烤葡萄柚，但骰子牛跟上次吃時比起來筋變多比較難咬，焗烤生蠔吃了ㄧ顆不太懂品嚐這個項目不評論，至於炸蝦跟之前則是差不多，整體來說種類多樣性略增，但有些項目品質需要更穩定。
Franky Chen,5,東西好 種類多
jeal yang,5,美味的吃到飽餐廳
瑞儀李,3,菜色感覺幾乎長時間都沒變。
沈子筠,4,這次去餐點沒有想像中多，干貝和天使紅蝦很好吃#吃到飽 #板橋站 #遠東百貨 #海鮮料理 #日式料理
黃子穎,5,空間寬敞 服務生貼切
Raven,4,用餐環境很棒，適合家庭聚餐，菜色也相當多樣化和新鮮，會想再回顧!
鄭安妮,4,新北市最好的自助餐就發生保溫的茶碗蒸 湯 不夠熱鹽烤蝦  芒果雪花冰 很正點
林家弘,4,天使紅蝦很小尾
曉曉,3,工作人員態度普通 ，個人覺得菜色也普通，沒有想像中符合他的價位，除了甜點還ok以外。
Horse Lai,4,下午茶只有2小時。拿東西要排隊，大概排隊就花了45分鐘。
竹崎火雞肉飯嘉義,5,東西眾多 口味很好 服務親切
婉琳陳,1,明明有針對小孩加收費用，還有針對不同年齡收費不同，但不論小孩多大，都沒有多保留桌位，只有加椅子，且在訂位前完全沒告知，在板橋店團體訂餐30大4小，結果到場後有些人坐不下，服務經理到場處理只是不斷的跳針說，我們確實有保留30位大人，現場不斷提醒有4小孩，但經理對於我們的4小孩完全乎略，也沒有再解釋提醒小孩應坐兒童坐椅等，現場也沒其他空位給坐不下的4個大人，讓人家罰站15分後才說要加椅子給4個人坐，且桌子不大，硬在4人桌加1人坐在走道上，餐具也沒給齊，收費完全不減也沒有任何歉意， ⋯⋯更多明明有針對小孩加收費用，還有針對不同年齡收費不同，但不論小孩多大，都沒有多保留桌位，只有加椅子，且在訂位前完全沒告知，在板橋店團體訂餐30大4小，結果到場後有些人坐不下，服務經理到場處理只是不斷的跳針說，我們確實有保留30位大人，現場不斷提醒有4小孩，但經理對於我們的4小孩完全乎略，也沒有再解釋提醒小孩應坐兒童坐椅等，現場也沒其他空位給坐不下的4個大人，讓人家罰站15分後才說要加椅子給4個人坐，且桌子不大，硬在4人桌加1人坐在走道上，餐具也沒給齊，收費完全不減也沒有任何歉意，這樣的收費給這樣的服務，讓人真的不敢恭維!建議有團體訂位的千萬不要帶小孩，要帶小孩就別來這間餐廳了吧!!!
Cheng Jerry,4,偶爾去一次還不錯的選擇
莊祐德,3,缺點：動線設計不良，有時只是想吃其中一道菜就要排隊排半天。優點：服務人員大多親切
Sam Lee,5,(由 Google 提供翻譯) 食物好吃(原始評論)食物好吃
陳奕丞,5,食材感覺越來越少，沒有什麼變化
愛即時,2,初四帶著一家大小12人用餐，5：30進場，8：00就急著收拾桌面，筷子，湯匙，桌巾全收光，老公去拿東西回來要吃，看到桌面全空，整個傻眼，還要再另外找服務人拿，幫忙清潔桌面是這樣的嗎？當時我正在用餐，一直問我餐具還要用嗎？我老公桌上的東西，很多都還要吃的也收光，像是時間到了我們還不走，一直要趕我們走的感覺，我們是吃晚餐，用餐時間是到9：30，8：00就來清空是怎樣？😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
Yi Chen Xue,4,會迷路，高挑天花板，饗食天堂一貫水準
Juan ChuanLung,2,過年初三去 人多動線差 排隊頭尾不清 想拿某排食物 都被當插隊 感覺很差 排到後 食材又沒 等待加排隊就飽了 環境燈光太昏暗 不會再去
杜月笙,5,場地大食材新鮮，料理多變化，服務親切，是吃到飽餐廳的好選擇！
MZ.,5,服務不錯，食物種類非常多，而且都很好吃，有時候要排隊
マダムピン子,3,(由 Google 提供翻譯) 所有你可以照常吃，沒有魚。因為冷卻效果太冷而且很冷，我們甚至需要在夏天穿著(原始評論) …更多(由 Google 提供翻譯) 所有你可以照常吃，沒有魚。因為冷卻效果太冷而且很冷，我們甚至需要在夏天穿著(原始評論)普通の食べ放題、可もなく不可もなく。冷房の効き過ぎで寒いので夏場でも羽織る物は必須
Angel Lan,5,(由 Google 提供翻譯) 聚餐的好地方(原始評論)聚餐的好地方
黃國峰,3,東西很多
吳駿逸,1,除夕夜去吃飯人數根本超收，排隊排到死吃什麼都要排隊 ⋯⋯更多除夕夜去吃飯人數根本超收，排隊排到死吃什麼都要排隊為了賺錢人這麼多，來消費根本沒辦法好好享受覺得很差勁
calvin pen,4,(由 Google 提供翻譯) 除夕圍爐，食材新鮮度及等級優，鮭魚、鮪魚魚生肥美，炸蝦天婦羅採用草蝦，蒸煮石斑甜美，焗烤生蠔、生煎幹貝廚師烹調用心，Bar台也有些許樣調酒，惟除夕場次加開美食街座位，整體用餐人數增加，造成用餐壅擠，食材拿取須排隊較長時間 …更多(由 Google 提供翻譯) 除夕圍爐，食材新鮮度及等級優，鮭魚、鮪魚魚生肥美，炸蝦天婦羅採用草蝦，蒸煮石斑甜美，焗烤生蠔、生煎幹貝廚師烹調用心，Bar台也有些許樣調酒，惟除夕場次加開美食街座位，整體用餐人數增加，造成用餐壅擠，食材拿取須排隊較長時間(原始評論)除夕圍爐，食材新鮮度及等級優，鮭魚、鮪魚魚生肥美，炸蝦天婦羅採用草蝦，蒸煮石斑甜美，焗烤生蠔、生煎干貝廚師烹調用心，Bar台也有些許樣調酒，惟除夕場次加開美食街座位，整體用餐人數增加，造成用餐壅擠，食材拿取須排隊較長時間
Ru-chi Hwang,4,食材跟調味中規中矩 價格一再調漲 內容卻很普通  生日優惠大縮水 (只剩一塊小蛋糕及香料茶包組)有點可惜
王文杰,2,食物普通，但用餐體驗稍差。提早一個月訂位12大1小，把人拆開分成兩側就算了，四人桌多還擠一個人
yanbai chen,4,偶爾吃一下，還不錯
王宏元,5,用餐環境很好服務人員也很👍
Woods Lin,5,(由 Google 提供翻譯) 好好好(原始評論)好好好
吳敏蓉,5,新鮮，好吃
Li MUzc,4,(由 Google 提供翻譯) 尾牙好吃(原始評論)尾牙好吃
Chiou Green,4,菜色新鮮，用餐感覺不錯
Jiatzer Lin,2,連餐具，飲料補貨速度有點慢半拍，都會欠缺，需要加強服務
John Hsu,4,人很多，要先訂位
高美惠,5,正是所謂CP值超高的吃到飽餐廳，菜色優，又有變化，可以常去的餐廳。
リンリン,1,之前去吃中午場，過了1點就不補！ 問題是明明說是1：30之後就不補，感覺很像去撿菜尾。 反應也不理會。問題是我是12：45進去吃。
aaron wang,4,菜色豐富
李財雄,5,東西多食品好吃
Han-You Huang,5,(由 Google 提供翻譯) 優秀的餐廳。(原始評論)Excellent restaurant.
ct shih,4,場地夠大，洗手間太遠。
Mark Man,5,(由 Google 提供翻譯) 太棒了(原始評論)太棒了
吳政霖,4,牛肉和蝦很好吃，不過對吃不多的人來說算貴，我是覺得還好
Tony Hsieh,5,用餐環境及價格經濟合理實惠！菜色料理齊全，停車空間良好！
yen rechin,4,東西好吃 但真心不便宜啊
洪浩庭,3,越來越普通
張寶成,5,還不錯 東西很多  也好吃
