評論者,評等,評語
cin C,5,每次全家來都吃得很開心！！
Sea Wu,4,(由 Google 提供翻譯) 中西式菜色多(原始評論)中西式菜色多
楊知達,5,新鮮好吃，服務態度很親切
陳英傑,5,美味好吃，選擇多樣化。
朱惠玲,4,可是我覺得貴了一點
100 kang,4,(由 Google 提供翻譯) 明亮好吃~(原始評論)明亮好吃~
李志恒,4,一般以上品質
周毓雯,4,味道都能接受，食材選項多，但冰淇淋桶想吃的口味都是空的
李正訓,3,食材不錯，就是不怎麼樣的干貝要等15-20分鐘，飢餓行銷……
姿儀林,5,服務用心
居海,5,海鮮新鮮，整體都很好吃
見小美,5,種類很多，小朋友還有附專用圍巾，蠟筆圖張
Ray Chang,4,不錯
李玉琬,4,餐點好吃
余俊賢,5,生意好，吃東西都要排隊
林一凡,4,整體餐點不錯，部分需要等待，如果有桌牌就更好了，羊排很美味，牛排普通，天使紅蝦與焗烤生蠔也不差
AJ Lin,4,菜色換了，好吃耶
周蕙芳,3,吃下午茶，口味不錯
柳益興,5,訂不到京站總店，大直店也不錯，用餐區比京站寬敞。
Jessica Lin,1,1/14晚間去用餐，補菜速度很慢，有些廚師很漫不經心，講了兩三次還聽錯，有的看人走過去，也不會主動問要什麼，就是冷冷盯著看，總之，是一個很不好的用餐經驗，之前是常客，但不會再去了
Enos Zheng,5,超好吃，服務親切
Baron Tsai,5,菜色多樣，新鮮美味
Sharon Huang,5,(由 Google 提供翻譯) 2018.12.30 第一次來這個點吃，菜色比其他響食天堂都好，我覺得是「饗饗平價版」，有些東西「饗饗」也有，價格是饗饗一半多一點點而已，一個人假日晚餐$1098（已加上10%）。菜色很多，比其他店還多，這個點比京站、新竹大遠百都好。我覺得可以常來吃，在台北隨便吃個什麼都要1-2千，而且還要揪人，超麻煩，跟閨蜜兩人來這吃方便多了，菜色多，甜點、飲料都有。空盤也有專人推著車收拾，收拾很快的。 …更多(由 Google 提供翻譯) 2018.12.30 第一次來這個點吃，菜色比其他響食天堂都好，我覺得是「饗饗平價版」，有些東西「饗饗」也有，價格是饗饗一半多一點點而已，一個人假日晚餐$1098（已加上10%）。菜色很多，比其他店還多，這個點比京站、新竹大遠百都好。我覺得可以常來吃，在台北隨便吃個什麼都要1-2千，而且還要揪人，超麻煩，跟閨蜜兩人來這吃方便多了，菜色多，甜點、飲料都有。空盤也有專人推著車收拾，收拾很快的。建議大家早點來，因為大概8點左右現場的人就差不多吃飽了都坐著聊天，廚房也開始慢慢收拾，9點時候，饕客差不多都閃了。晚餐可以吃到9:30，跟饗饗一樣，不會吃的很趕，慢慢吃。剛整理照片，突然想到飲料部分忘了說，氮氣冷翠飲超棒的，奶茶好新鮮，夠冰。香煎幹貝饗饗也有，小羊排也好吃，但骰子牛排🥩肉太硬了，還有氣泡水喝，外面餐廳喝氣泡水一瓶180吧，這裏菜太多了，一個晚上根本吃不完的，總之物超所值。放了好多喔照片怎麼只有顯示一張？(原始評論)2018.12.30 第一次來這個點吃，菜色比其他響食天堂都好，我覺得是「饗饗平價版」，有些東西「饗饗」也有，價格是饗饗一半多一點點而已，一個人假日晚餐$1098（已加上10%）。菜色很多，比其他店還多，這個點比京站、新竹大遠百都好。我覺得可以常來吃，在台北隨便吃個什麼都要1-2千，而且還要揪人，超麻煩，跟閨蜜兩人來這吃方便多了，菜色多，甜點、飲料都有。空盤也有專人推著車收拾，收拾很快的。建議大家早點來，因為大概8點左右現場的人就差不多吃飽了都坐著聊天，廚房也開始慢慢收拾，9點時候，饕客差不多都閃了。晚餐可以吃到9:30，跟饗饗一樣，不會吃的很趕，慢慢吃。剛整理照片，突然想到飲料部分忘了說，氮氣冷翠飲超棒的，奶茶好新鮮，夠冰。香煎干貝饗饗也有，小羊排也好吃，但骰子牛排🥩肉太硬了，還有氣泡水喝，外面餐廳喝氣泡水一瓶180吧，這裏菜太多了，一個晚上根本吃不完的，總之物超所值。放了好多喔照片怎麼只有顯示一張？
陳佑鈞,4,料理種類多，有調酒可以喝。
Amber Chen,1,覺得菜色沒有以前好吃了，而且菜都冷的，位置之間又安排的很擠，不值這個價錢。
謝源展,4,現場美食眾多，但取餐動線雜亂，人員擠成一團，但現場人員很親切，服務又好。
IZUMI,3,入場東西非常混亂，一堆人自己拉開圍欄衝進去，沒有人員守在門口
RAY TSENG,4,環境給人很舒服的感覺
J c video,3,Cp值真的不高，吃完感覺沒吃到什麼記憶深刻的東西，感覺吃的很粗飽，精緻度不高
yen-ping tseng,5,空間寬敞 食物多樣選擇 聚餐好去處
林保琪,4,適合團體聚餐
Kevin Yao,4,東西還不錯! 可以再去
Yichin Lee,5,部門聚餐，東西很多樣又好吃
高婕熒,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
suping yang,4,菜色眾多，食材也算新鮮，甜點也精緻迷你，是聚會的好所在。
Rick Huang,5,尤其是天使紅蝦區，真的值得給5顆星
陳小美,4,(由 Google 提供翻譯) 有限量的高檔幹貝，羊排及鴨胸料理人多時要排隊，假日超多人第二次感覺位置安排非常糟糕，在廁所附近跟烤肉餐檯旁，人超多只為了增加坐位增加業績，完全不顧消費者的安全及用餐的感覺，一客1100元的價格位置的擺放真的很糟糕。 …更多(由 Google 提供翻譯) 有限量的高檔幹貝，羊排及鴨胸料理人多時要排隊，假日超多人第二次感覺位置安排非常糟糕，在廁所附近跟烤肉餐檯旁，人超多只為了增加坐位增加業績，完全不顧消費者的安全及用餐的感覺，一客1100元的價格位置的擺放真的很糟糕。(原始評論)有限量的高檔干貝，羊排及鴨胸料理人多時要排隊，假日超多人第二次感覺位置安排非常糟糕，在廁所附近跟烤肉餐台旁，人超多只為了增加坐位增加業績，完全不顧消費者的安全及用餐的感覺，一客1100元的價格位置的擺放真的很糟糕。
kenyuan liao,4,食材新鮮價位便宜!
吳虹瑤,5,料理超多樣化！每樣都要品嚐到，可能會有困難！
S.C HU,4,還不錯的buffet 餐廳
X SWIM,5,(由 Google 提供翻譯) 很棒(原始評論)很棒
Yeh Daniel,4,食材新鮮，雖不到非常精緻，但屬於想吃什麼就有可以吃的buffet，一般的甜點蛋糕如果能自行取用，排隊的人，應該就不會排這麼長。
張綠萍,2,冷盤白蝦，現煎天使紅蝦，天婦羅炸蝦，都不新鮮，天婦羅炸物都不夠酥太油，但所有甜點，飲料都很棒
許展綺,3,漲價了食材的確是有提升 但容易讓人覺得價值無感～東西仍然算新鮮好吃 還是有一定的水準 。但也是越來越讓人減少想去的慾望囉～
林芳如,5,適合聚餐，好吃，種類多
胡布吉雅客達努帕克,2,螃蟹不太新鮮，取食動線很差人群常塞在走道，有些內場人員不太友善～
劉俊廷,4,服務態度好，用餐不會讓人覺得很趕時間
張丰毓,5,這次的菜色吃得超滿足的
沈濃,3,下午茶 餐點很好 去過很多次了 昨天客人暴增  進場排很久  拿菜也排很久等排到時只剩空盤國小學童跑來撞去 影響取餐動線   4：10收餐具  4：30廣播請離場  廁所排長龍 髒亂 潮濕
陳光華,3,好吃有免費停車但價位太高1個人價位998元(晚餐)下午茶要698元比上次來吃漲了13O元
shenshin ting,3,價位高，服務跟菜的品質沒達到這價位的水平
Yishan Li,2,動線不順，走道狹小，收盤子的餐車可以直接擋住通行，且倒廚餘殘渣，完全不小心，飛濺汁液好像沒有關係。調酒與特殊飲料只有一人，先不管那人是否累死，無謂的排隊很容易擋住其他動線。食材豐富且還算新鮮是唯一稍好處，整體不推。
陳家永,4,自助式吃到飽菜色齊全服務佳空間很大去用餐最好先定桌消費快壹仟元
Clyde Lin,4,(由 Google 提供翻譯) 菜色多(原始評論)菜色多
許恒專,5,有補助一定五顆星
god Kao,4,(由 Google 提供翻譯) 菜色很多，從生魚片到煎幹貝，在從港點到燉飯，變化豐富，但蝦子的泥腸都沒挑，熱門一點的菜，需要等待較久，另外裡面的服務人員，每個都很親切喔 …更多(由 Google 提供翻譯) 菜色很多，從生魚片到煎幹貝，在從港點到燉飯，變化豐富，但蝦子的泥腸都沒挑，熱門一點的菜，需要等待較久，另外裡面的服務人員，每個都很親切喔(原始評論)菜色很多，從生魚片到煎干貝，在從港點到燉飯，變化豐富，但蝦子的泥腸都沒挑，熱門一點的菜，需要等待較久，另外裡面的服務人員，每個都很親切喔
易銘,4,不錯吃
宗翰劉,4,還可以不難吃料理很多種
陳當勝,3,菜色多樣場地寬廣ＣＰ值不足用餐環境仍有改善空間
Bruce Lu,5,料理相當多樣，補充也很快，焗烤生蠔很美味，有個飲料拉霸很有趣，還有啤酒喝到飽
ShinChen Lee,3,餐點還可以
餅餅乾乾,5,交通方便，食物也很很好吃，吃過兩次了，推蛤蜊清湯！
林青輝,5,比起多數上千元的飯店buffet，料理多樣性及美味度有過之而無不及，價格卻合理多了。
wendy Hsu,4,餐點選擇.種類豐富
藍白破拖鞋,3,過去的回憶已不可回了嗎？近期來吃感覺菜色變少，食材的挑選好像也省了成本。
張阿章,4,整體的服務及菜色都還算不錯
Molly lee,1,琳朗滿目的美食，吃不完
Edison Ho,3,覺得菜色越來越差，同樣的價位可以選擇的更多，而且餐點感覺都很粗，不精緻。
Hsiaofang Yang,3,部分服務人員態度不是很友善，食物種類很多，但精緻度與美味程度還好。
林新智,4,東西不錯，小貴
Joy Lee,5,停車方便，服務親切，餐點多元化，食材新鮮！聚餐好去處！
Yu-Wei Chien,5,用餐環境寬敞乾淨舒服，員工素質教育有一定水準！當月壽星還提供小禮物！cp頗高
陳慶洲,2,(由 Google 提供翻譯) 吃完很口渴(原始評論)吃完很口渴
Hsieh Sam,4,一慣美味
廖輝豪,5,不錯了，吃的飽服務好。
yawei lee,4,多樣菜色，但多年未變
Lung Chen,5,東西很多也很好吃
蔡小軒,3,菜色越來越差，但服務品質不錯
Lia,4,食才豐富
Alice Hung,1,現場排了100多人，還一定要2:30才能進去，不知道大家為什麼要一窩蜂？欣葉還比較好
Fish Chen,5,下午茶c/p值超高，每區都有亮點，補菜速度也算快！生魚片鮮甜，首推鮭魚跟牛肉生魚片，握壽司飯偏硬，但上面鋪的新鮮材料有扳回一成，淡菜、螺肉、鮮蝦以這價位的吃到飽冷食區也還算不錯，熟食披薩、炒蝦、烤魚也好吃，現煮的蛤蜊湯和奶油蟹非常推，尤其今天負責煮湯的林姓廚師，貼心又親切，煮一半會攪拌檢查，發現蛤仔有砂會馬上重煮還擔心客人等太久頻頻道歉！牛排豬排肉嫩又甜，奶油馬鈴薯也很有特色，搭配肉排吃更顯得口感滑順。最神奇的是甜點區，美味到讓人覺得能為此餐畫下完美句點，烤布蕾偏甜但香濃可口 ⋯⋯更多下午茶c/p值超高，每區都有亮點，補菜速度也算快！生魚片鮮甜，首推鮭魚跟牛肉生魚片，握壽司飯偏硬，但上面鋪的新鮮材料有扳回一成，淡菜、螺肉、鮮蝦以這價位的吃到飽冷食區也還算不錯，熟食披薩、炒蝦、烤魚也好吃，現煮的蛤蜊湯和奶油蟹非常推，尤其今天負責煮湯的林姓廚師，貼心又親切，煮一半會攪拌檢查，發現蛤仔有砂會馬上重煮還擔心客人等太久頻頻道歉！牛排豬排肉嫩又甜，奶油馬鈴薯也很有特色，搭配肉排吃更顯得口感滑順。最神奇的是甜點區，美味到讓人覺得能為此餐畫下完美句點，烤布蕾偏甜但香濃可口、奶酪有濃厚奶香口感細膩、蘋果派偏乾且太大塊但甜度適中，配杯茶很搭、提拉米蘇酒味很淡適合不愛酒味的人，且入口即化，最夢幻的是熔岩巧克力蛋糕！苦甜度超級完美，巧克力香濃、蛋糕體又細緻，明明吃飽了還是好吃到吃了兩個！離開前值班主管甚至親切問候隨行的兒童有無吃飽，還重給一份圖紙蠟筆，這邊真的是一個服務與美味兼具的餐廳，超推！
婧柔巫,2,食物好吃但是廁所馬桶超級髒 進去女廁兩間的馬桶都有大便 出來整個沒食慾很想吐
張倩燕,5,菜色豐富，服務親切！
陳孟均,1,難吃
邱麒安,3,菜色雖多但精緻度不足，僅有部分菜色不錯，海鮮品質堪憂
米克,3,午餐時段來的，食材新鮮，熱食的調味都還不錯，但牛排還是一樣不好吃，推薦松露野菇燉飯，現煎羊肩排和天使紅蝦。
Albertans Chang,4,(由 Google 提供翻譯) 很好。很多不同的菜餚。可口。(原始評論) …更多(由 Google 提供翻譯) 很好。很多不同的菜餚。可口。(原始評論)Very good.  A lot of different dishes.  Tasty.
陳瑤琦,4,菜色多，交通也方便，適合朋友聚餐，家族聚會，吃到飽吃到撐的好選擇。
凜音030,5,服務態度親切，吧檯人員會招呼客人，餐盤整理頗有效率。儘管少有高檔食材，依訂價算是吃CP值的。
ㄓㄊ._.,5,東西都很好吃，超推😂
陳烱雄,5,菜樣多，服務親切。
Amber,5,東西很好吃 服務人員很親切 讚讚👍👍
大川,5,(由 Google 提供翻譯) 好吃，CP值高(原始評論)好吃，CP值高
莊美玲,5,(由 Google 提供翻譯) 物超所值(原始評論)物超所值
BEN KU,5,比五星級飯店的料理還讚
翡翠,5,是我吃過800元內把費最優熱食，生食稍弱，飲料甜點也不錯
gwanhui kim,5,"(由 Google 提供翻譯) Carref 4樓自助餐廳週末晚餐1國家40,000韓元(原始評論)까르프4층 부페식당 주말디너 1인한국4만원정도"
許銘書,3,十年了。食材沒什麼變化。口味普通。
王麒勳,4,不錯
Xiumpt,4,主餐普普，但是甜點和茶類飲料很棒
薏茹王,4,服務態度很好餐點都不錯
Ted Wang,5,平日來用餐比較不擁擠，東西新鮮好吃
desperado Lee,4,年紀越大才發現.....這種吃到飽已經漸漸不適合我了
etzu lee,5,感覺很不錯!地方寬大，食物的種類多，熟食、生食區分服務親切。
Jenny Hsia,5,(由 Google 提供翻譯) 三刷了不定期有新菜色(原始評論)三刷了不定期有新菜色
Albert Ren,4,常常去消費，性價比不錯
Wei Lin,4,餐點好吃，環境舒服乾淨，可惜座位略擠
yljchung,3,螃蟹和蝦子不太新鮮，和官網的照片也有落差。不過不到千元的價位，可以吃到飽也是不錯的!
楊泓禕,5,環境整潔，餐點精緻可口
Steve Wei,4,種類繁多，份量很足。每個餐點站，新鮮現做品質很好，工作人員不斷收拾桌面保持清潔。
李國宏,5,吃到飽適合的聚餐
Maxine Mavis芯思去哪玩,5,兩個小時感覺會飽一輩子，好好吃啊！
林吉松,5,非假日用餐 人不多 用餐舒適
陳石泰,5,想時想吃
廉程高,5,各式美食應有盡有
楊國權,3,(由 Google 提供翻譯) 普通而已(原始評論)普通而已
張浩龍,4,美食種類繁多樣，坐位舒適寬廣。
Ruby Huang,5,店內空間大，停車方便食材選擇多，生鮮食材新鮮，甜點好吃😋
大黃蜂,5,很久沒來，CP值變高！值得來大直店裡面最好的選擇
妤小芳,5,上個月中，趁著特價期間享用了下午茶，沒想到好久沒去的饗食天堂進化了這麼多呀！烤鴨牛排沙瓦鐵板蝦都好棒，出菜也不會太限量，吃的都滿足，尤其是甜點類漂亮又可口！環境舒適停車也方便，加上餐點美味，出菜也算快，不錯👍
陶景偉,5,豐富體驗各式料理，漲價後依然有魅力
Reanne Tsai,5,吃過的 台北饗食天堂中品質最穩定 好吃的
王克拉,4,(由 Google 提供翻譯) 環境比ATT店好(原始評論)環境better than ATT店
許奇傑,3,環境寛徜取餐容易不用開車坐捷運步行五分鐘還可以用完餐點去美麗華逛逛
Ann Yeh,5,常有優惠活動，環境舒適，乾淨整潔，收盤服務很密集迅速！
Chester Chang,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
我愛夏天,4,(由 Google 提供翻譯) 大直蠻比其它地點的饗食天堂菜色更多選擇，座位也很寬敞，非常適合多人及家族聚餐。(原始評論) …更多(由 Google 提供翻譯) 大直蠻比其它地點的饗食天堂菜色更多選擇，座位也很寬敞，非常適合多人及家族聚餐。(原始評論)大直蛮比其它地點的饗食天堂菜色更多選擇，座位也很寬敞，非常適合多人及家族聚餐。
李明傑,5,空間寬敞，食物好吃，服務人員也很親切
毀滅の大蛇,5,比以前在大潤發旁邊的時期好多了，雖然價格比以前高，但整條品質提升不少。
周金全,4,不錯
s.e. chan,4,食材豐富
Amanda Kuo,4,"(由 Google 提供翻譯) 食材多,口味好。(原始評論)食材多,口味好。"
jakey huang,5,Cp值高。生魚片種類多。好吃。
Grace Lu,5,細緻美味
程怡萱,1,我們一個月至少會上台北來大直店吃2次以上從不吃生菜沙拉的我、今天我去光顧Me:請問紫豆苗還有嗎？ ⋯⋯更多我們一個月至少會上台北來大直店吃2次以上從不吃生菜沙拉的我、今天我去光顧Me:請問紫豆苗還有嗎？你也沒必要一個轉身、用臭臉回應我吧⋯⋯生菜沙拉區，東西缺的可憐....只是詢問、有必要如此嗎？如果累、就去洗把臉...或者該考慮別做服務業、因為你會很吃力
Candy G,5,交通便利，好停車，東西好吃，座位不會太擠，服務人員親切！
張明忠,4,(由 Google 提供翻譯) 好吃...(原始評論)好吃...
殷筱金,4,最好一開門就來，不推炸物，含油重不酥脆！
Maurice Kao,4,食物多樣，有限時要注意
陳進福,5,跟朋友家人聚餐，是不錯的地方，菜色也不錯
Mingo L,4,(由 Google 提供翻譯) 好食物(原始評論)Great food
Alan Chung,5,(由 Google 提供翻譯) 選擇多樣，焗烤生蠔、現煎幹貝、骰子牛肉好吃(原始評論)選擇多樣，焗烤生蠔、現煎干貝、骰子牛肉好吃
林柏學,5,多元化又不失奢華的食材
Li richard,4,公司老闆請客來吃  能吃的菜種類頗多
依依,4,我用的是下午茶時間， 雖然價格貴，但是菜色真的比以前好。
ting,5,每樣菜都好好吃，真的很值得來。無論是酥皮濃湯還是甜點牛肉，都有中上的水準，而且份量不會給太多，每樣都可嚐到。 ⋯⋯更多每樣菜都好好吃，真的很值得來。無論是酥皮濃湯還是甜點牛肉，都有中上的水準，而且份量不會給太多，每樣都可嚐到。平日蠻容易訂到位子，座位多也不會太擁擠，服務人員收桌迅速。根據之前在台中吃過饗食的經驗，台北人中場就會開始挖冰淇淋或是去甜點區，所以隊伍都不會很長。不像台中比較堅持吃的順序到最後兩區就會一下子累積一大堆人。不過台中位子比較難訂就是了。最喜歡的餐點：西班牙海鮮飯，骰子牛，酥皮濃湯。
麥小倫,4,距離上次用餐約2年多，發現生鮮食材變多樣化，乾淨舒適，中午用餐後區有現煎羊排👍！
徐小風,4,不錯  但是沒想像中的好
詹素月,4,菜色不錯
꼬미오빠,4,(由 Google 提供翻譯) 我去介紹我的台灣朋友很少有韓國人，但中國香港的日本台灣食物已滿啤酒和雞尾酒免費 …更多(由 Google 提供翻譯) 我去介紹我的台灣朋友很少有韓國人，但中國香港的日本台灣食物已滿啤酒和雞尾酒免費蝦，羊排，牛排，各種點心生魚片壽司天婦羅等，可以從貨架上挑選甜點，工作人員將負責處理(原始評論)대만친구의 소개로 가본곳한국인 거의없지만 중국 홍콩 일본 대만 음식 가득하다맥주 및 칵테일 공짜새우.양갈비.소고기 스테이크 및 각종 딤섬 사시미 초밥 덴뿌라 등등 있으며 미라마 관람차 관람한 후 가기 좋은곳디저트류는 진열대에서 고르면 직원이 알아서 담아줌
弦外之音,5,鮭魚卵軍艦，需要現點
呂明鴻,5,東西不錯吃，環境很好
陳代龍,5,(由 Google 提供翻譯) 很棒(原始評論)很棒
張Cathy,5,食材新鮮，料理豐富多元化，除了熟食擁有一定水準外，竟然連甜點也都不馬虎～而且補食材速度很有效率，真的不怕客人吃，比起其他飯店buffet，這樣吃到飽的CP值算相當高～
家賢葉,1,外場服務人員態度差
Galen Chen,5,店內空間非常大，要記得預約，也有配合的停車場。食物種類非常多，另外現點先做的湯也很好喝，生魚片也很新鮮，值得一來再來
謝國城,5,"食材豐富新鮮,用餐環境舒適!"
人生逆轉勝,5,(由 Google 提供翻譯) 好吃，高CP值(原始評論)好吃，高CP值
QBQB Mr.H,1,海鮮通通不新鮮 螃蟹肉有洗碗精的味道
謝祥傳,4,用餐空間寬敞舒適，食材多樣。
Cadmus Lin,4,品質好多了。座位也夠多，不覺擁擠不堪。
Evan Chen,5,食材新鮮多樣
Iris Hung,5,(由 Google 提供翻譯) 食品配料新鮮，目前退還的戰爭酒精飲料(原始評論)食材新鮮，現在還有威士忌調酒👍👍👍
劉俊宏,4,食材豐富好吃……環境優
雍瀚鄭,3,其實吃起來好吃程度不如預期，只能說算普通吧。雖然吃的多但實際要吃的都要排，一排就要5-10分鐘不等。不難吃但以這樣的料理我覺得沒有那個價值。所以只能給到三星。
斑鳩老,3,菜色選擇多豐富，口味中上，烤鴨捲餅、炸物、生食新鮮有特色。空間動線可以再加強，像是排隊路線指引或是熱門現做料理出餐的時間，避免爭先恐後搶食的情況。吃飯時間限制可以理解，不過廣播趕清場，讓人沒辦法放鬆心情吃可惜。
陳厚聿,3,(由 Google 提供翻譯) 很好(原始評論)很好
Karen Jiang,4,現煮熱食的強項超越其他自助餐廳，很推薦
柯孟君,4,好像又漲價了，中午吃比較划算，收盤也收得很勤，而且食材比欣X好很多。
Wayjon G,4,骰子牛肉好吃，螃蟹的肉質感覺不優，甜點區樣式多而且都在水準之上
張雄濤,3,吃晚餐，除了價格變貴以外沒太多驚艷之處。海鮮選擇少也不夠誠意
Lin Jay,3,交通方便，菜色多樣。
KAIYEN SKINCARE OEM/ODM TAIWAN暟研,5,"(由 Google 提供翻譯) 吃的東西很多，味道也很好。與過去相比，有很多種菜餚。如今，螃蟹和蝦有很多種。喜歡螃蟹和蝦的人可以品嚐過去。(原始評論) …更多(由 Google 提供翻譯) 吃的東西很多，味道也很好。與過去相比，有很多種菜餚。如今，螃蟹和蝦有很多種。喜歡螃蟹和蝦的人可以品嚐過去。(原始評論)There are many kinds of things to eat, and the taste is also good. Compared with the past, there are many kinds of dishes. Nowadays, there are many kinds of crabs and shrimps. People who like crabs and shrimps can taste the past."
jim,5,大直店真的是北部用餐環境最好的，人流量剛剛好，不會像其它店好像難民潮一樣，甜點大推栗子慕斯和烤布蕾，栗子慕斯不甜膩，很值得吃。
wanru chang,5,不愧是旗艦店，多樣美食讓人食指大動
偉哲,3,菜色不多 價格偏高 價格吃裝潢
陳文裕,5,空間比京站店大多了，不但和別桌不會太擠，取餐也不會搶食太誇張。
sean Liu,4,食物多有一定品質，部分調味好像偏鹹，整體來說還不錯. 服務生收盤積極，空間寬敞
money維仁,4,不要只注意桌上的菜餚，有些立牌是隱藏美食唷～
劉幹,1,難吃要死，死也不吃
emily Chen,5,餐點樣式多、飲料多樣
哥Hou,5,朋友請客 好吃好吃
Tang Ben,4,夾菜動線順暢，服務熱情積極
Nonno Yang,5,終於吃到了~之前弟弟想來但因為客滿，平日午餐還客滿，誇張吧！ ⋯⋯更多終於吃到了~之前弟弟想來但因為客滿，平日午餐還客滿，誇張吧！今天是選擇下午茶，本來想不預約，因為平日又是下午茶，不致於沒位置吧。但保險起見還是撥個電話免得撲空。一到櫃台前，天啊~這客人還真多呀，最後雖然沒滿座，但也只空了幾桌而已。料理如照片，幾乎每道都在水準上，所以我就更注重新鮮度。我對海鮮很挑，因為我怕腥味，但今天在饗食天堂吃的海鮮卻幾乎等同於我半年多來吃的量了（我很少吃海鮮），海鮮新鮮，蛤蜊更是顆顆鮮甜、爆漿。最獨特的是：生牛肉。除了生菜外，我不敢吃任何生的食物，但這道打破我的記錄，我不只敢吃，還吃不少，鮮、味好、沒怪味，這道我從來沒有在其他飯店吃到過，有機會來的朋友真的要來嚐嚐看。炸蝦：本身有調味過，所以單吃（不吃麵皮）也很好吃，麵皮炸得酥脆，但火候可能不夠會含油，沒辦法蝦連麵皮一起單吃，一定要沾醬，否則那個油的你不敢再吃第二隻。唯一較差的是飲料，咖啡種類少、咖啡豆差、沒鮮果汁。
Tim Lo,4,(由 Google 提供翻譯) 漲價後多了乾貝跟焗烤生蠔，整體而言是非常不錯的。(原始評論)漲價後多了干貝跟焗烤生蠔，整體而言是非常不錯的。
Liao jx,5,吃過兩次 環境相對京站及桃園店算很寬闊 食材也持續在更新 滿意的用餐體驗
廖小妍,4,菜色、飲料、甜點都好多樣，蝦子好新鮮Q彈!!  沙瓦超好喝 !!
廖均翔,5,天使紅蝦推薦，調酒盡情暢飲，服務人員親切
Rock Man,5,非常好吃 這裡的食材不輸給漢來了
王文寬,3,場地明亮潔淨，東西也好吃。
rita hsieh,5,環境乾淨~餐點好吃，服務態度佳
林寶國,3,工作人員服務態度不錯，食物的種類也不少，但是水產類就真的是一般般......
Tzunin Chen,5,餐點種類多又好吃，去前請先將胃清空😄
Huang Hsin Hsiang,5,東西很多很好吃
shan Hun,3,"鮭魚握壽司明明有作好了,但卻不放在臺面上,要跟師父循問,才從台下鐵盤中拿出!"
陳俊維,5,饗食一如往常的好吃，但沒有炒冰了QQ
Max Yeh,5,(由 Google 提供翻譯) 好大(原始評論)好大
Jenny Liang,4,(由 Google 提供翻譯) 不限時用歺很悠閒，菜色和價格算值吧(原始評論)不限時用歺很悠閒，菜色和价格算值吧
張竹萍,4,寬敞舒適！樓面讓人沒壓力！食材多樣😊
林守志,4,菜色豐富
石宗霖,5,愛吃生魚片就來這裡吃吃 服務速度很快 覺得很棒
Wu Cristalle,5,菜色更換的算是頻繁，新上了莎瓦＆雪花冰，還不錯。
芭樂系食,4,現煎肉品的表現比信義店好 石斑湯鮮美
宋瑜慧,4,從11點半悠閒吃到2點，沒有時間的緊迫性，食物種類繁多，可以好好享受美食
Chi Huang,4,同樣食材可以變化出多種菜色，節省食材成本又能創造多種豐富菜單
Abby Shu,4,餐點種類眾多，尤其海鮮新鮮，裝潢擺設也很漂亮，以吃到飽餐廳來說，算是中價位卻有高品質的餐廳。
Kehao Chen,4,用餐環境佳，食物選擇多，品質和價格應該相符合。
楊咩,5,"各式各樣的美食,哈根達斯冰淇淋很超值"
愛爆爆,5,海鮮類豐富，食材品質佳
ziying yang,4,食材不錯 依然好吃
顏慈慈,5,超級讚
Yushan Liao,5,謝謝貼心的服務人員，很快的幫我們處理小朋友打破的餐具。
Tien Toyoda,4,菜色種類多樣 果汁類沒有現打果汁稍嫌不足 以這價位來說推薦
Shinjay shinjay_lin,5,#饗食天堂感覺大直店比其分他店棒多了 😍😍😍😍😍#生魚片 #握壽司 種類超多 😋飲料甜點湯品種類也多 以後聚餐都吃這家唷 😎
邱妹妹,5,地點寬敞東西好吃好停車 很適合聚餐的地方
黃大豪,5,整體環境清潔，服務人員親切
陳美珠,4,菜色新鮮
Libby Chung,5,食材都非常新鮮，CP值高，我還會在來吃😍
陳宏瑋,4,種類多 還不錯 買餐卷才划算
王香蘭,4,還不錯用餐空間
江偉豪,5,這個好吃
Garv!N H.,5,"(由 Google 提供翻譯) 和家人一起來這裡，因為這是媽媽的生日。良好的員工氛圍，有效收集舊板。各種食物。生魚片，壽司，燒烤食品，水果，果汁，啤酒，雞尾酒，沙拉，甜點，冰淇淋，甚至是刨冰。喜歡這個地方 …更多(由 Google 提供翻譯) 和家人一起來這裡，因為這是媽媽的生日。良好的員工氛圍，有效收集舊板。各種食物。生魚片，壽司，燒烤食品，水果，果汁，啤酒，雞尾酒，沙拉，甜點，冰淇淋，甚至是刨冰。喜歡這個地方(原始評論)Came here with family as it was mum's birthday.  Great atmosphere with great staff, collect used plates efficiently.  Various food.  Sashimi, sushi, grilled food, fruit, juice, beer, cocktail, salad, dessert, ice cream, even the shaved ice.  Love this place"
影纏月,5,CP值算很高的吃到飽，服務也到位，上菜速度也很快，比一些新開的好很多。
Angel Candy,5,雖然要漲價了 但是食材滿新鮮  服務態度不錯
yenhung chen,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
abby ho,5,食物，飲品種類多
黃延輝,4,對比1個人能食用的食物，價格調漲後覺得貴了一些，素食者更是不經濟。
周豊智,5,菜色樣式多，補充餐點也快速，服務人員來整理桌面也快速。
King Lin,4,東西多價格偏貴座位走道太窄
Jyun Syu,5,跟家人來慶生
鄭國隆,5,空間寬敞，料理美味
許正忠,4,食材不錯，飲料選擇多。
鍾明雄,5,東西選擇多
ff mm,5,享受豐盛的地方
