評論者,評等,評語
李小葳,5,最愛吃饗食天堂的美食
偉如,2,服務最差的一家，食物也捨不得補上，還要問才拿出來
小粘,2,今年漲價一口氣漲了快200好誇張，應該不會再去吃了。
Yu,5,食材多元新鮮美味，服務人員親切有禮貌，蛋糕區普普
羅章立,5,好飽
angel chen,4,(由 Google 提供翻譯) 人潮多(原始評論)人潮多
林忠正,3,常去，又更貴了，有發優惠券，4個人送一個人，可是背面有寫很多限制，我希望降價比較實在
黃聖雄,3,(由 Google 提供翻譯) 普通(原始評論)普通
小安,5,整體服務很好，下次有機會還會再去吃
黃鴻昌,5,食物不錯 服務態度也親切 收拾吃好的盤子速度也很快
邱聖翔,5,中壢Sogo 9樓
吳潔君,4,好像又漲價了， 但餐點品質跟服務還是不錯每逢過節 都會帶家人來吃
povl wise,4,(由 Google 提供翻譯) 不錯(原始評論)Decent.
胡蒨雯,4,自助式吃到飽餐廳算起來此間樣式算好的，當然單價就比較高一點可接受範圍
GARY GARY,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
温淑君,5,跟其他吃到飽餐廳最不同的地方是：這裡竟然有素食吃到飽...而且是用點餐的方式...所以團體聚餐...不用擔心朋友中有人吃素...因為不管葷、素...饗食天堂通通都有供應。再加上每一區都有一位專業的廚師...加點後現烹調料理...蠻讚的！
Conway,5,(由 Google 提供翻譯) 好ㄔ(原始評論)好ㄔ
Golden Kuo,4,好貴，還不錯吃
利嘉逸,3,品質良好 食材新鮮 服務親切
蔡昇璋,4,(由 Google 提供翻譯) 好(原始評論)Good
Wendy LoveTravel,3,"每年都會去吃!真心建議牛排可以烤熟一點,太血了! 補餐速度比以前慢,現在中午11點半進去,就已經空了一大半! 可以再做調整"
Banson Liu,5,價位高、但一分錢一分貨。吃得很過癮～
Max Lu,5,(由 Google 提供翻譯) 可以慢慢享用食物的地方(原始評論)可以慢慢享用食物的地方
Pin-Ting Tom Chen,5,(由 Google 提供翻譯) 母親節快樂(原始評論)Happy mother's Day
Jenny Brown,5,(由 Google 提供翻譯) 祝母親節快樂❤(原始評論) …更多(由 Google 提供翻譯) 祝母親節快樂❤(原始評論)Have a great mother's day ❤
陳思婷,4,算還不錯。服務很好！有很多食物的類型不管是主食但是點心都不錯
朱碧蘭,5,母親節大餐
洪思寧,5,母親節
沈佳,5,(由 Google 提供翻譯) 好吃👍(原始評論)好吃👍
thomas wu,3,(由 Google 提供翻譯) Cp值不高(原始評論)Cp值不高
只是一隻狼,3,吃的種類齊全，服務態度不錯很注意對客人的衛生，看不到的地方就不知道了╮(︶▽︶)╭
育農林,3,已價格來說，普通而已，，現在價格有點高哦，食材也沒比較好
沈祿集,4,有進步
楊上垠,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
Sarah Chung,4,(由 Google 提供翻譯) 食物好吃(原始評論)食物好吃
蔡弘智,5,比起市面上的自助餐算不錯，味道，新鮮，類別，都不錯
陳亞琴,5,料多，價高，值得
dashi LIN,5,好吃，聚餐好地方，應有盡有！但是漲價了有點小貴
Anchor,5,(由 Google 提供翻譯) 假日生意很好(原始評論)假日生意很好
Chang-Ween Huang,3,(由 Google 提供翻譯) 普通(原始評論)普通
江靜萍,4,吃很飽
呂睿承,4,不錯
何小乖,2,晚餐9百多！餐點就是那樣！！有些餐具還是油污、髒污！！
林文杰,4,食材多樣化海鮮料理好吃
梁貽茜,1,學生不是人嗎？態度很差喔⋯⋯
Kevin TENG,5,讚讚讚
JOJO,5,好吃 東西還不錯
凱莉聊聊,4,有天使紅蝦！
Peter Hsieh,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
李軍翰,5,種類眾多、有多樣選擇，且附近又有地方可以逛，之後會再來回訪
Roy Huang,4,用餐環境不錯，缺點就是太冷，閣樓上冷氣口冷氣直接灌下來，太冷了
林書弘,5,種類很多很多，但有些東西會不合胃口，所以請少量嘗試後，在挑選喜歡的，不然每樣都吃，一下就掛了
大貓,5,好多料可以選擇，吃的飽飽
GF,4,東西都有一定水準，大家都推的骰子牛，生魚片壽司類，都不錯吃，沒來過的可以試一下
孫守正,4,服務員 親切主動 態度優雅
歐亞,4,食材新鮮，服務親切，價格合理
曹秀敏,5,好吃，新鮮。
Ying-Chun Chien,1,爛新訂位系統，不發驗證碼，反覆測試也一樣，臨時碼也不發，無法訂位，不吃總可以了吧
黃秀媛,5,和親友聚餐的美食天堂，用完餐直接走下樓可以逛百貨公司；也可以再上層樓逛誠品。
陳ivy,4,樣式豐富
暐翰,5,品質保證 有各式各樣的食物適合家庭慶祝與聚餐🥩🥙🌮🍕🥘🍝🍣
陳耀才,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
灰大狼,4,服務態度優，但不要一直漲價啊！
C h e n守護天使,5,永遠的最愛
李娜,5,(由 Google 提供翻譯) 去了一次還想再去(原始評論)去了一次还想再去
張帥帥龍,5,全省最好的饗食天堂
Alan,5,(由 Google 提供翻譯) 好吃 平日下午茶最划算(原始評論)好吃 平日下午茶最划算
鄧盛華,5,食材新鮮豐富變化多~日式中式歐式美式
王德華,3,食材多樣，但是一般人不可能吃回本，聚餐好所在
張翠興,4,小孩喜歡去饗食天堂吃
郭老師,3,東西多樣化。蝦子大隻，牛肉好吃。
Rui,5,服務很好但逢年過節入場動線永遠都很亂
Chun Chan,3,壽司出餐速度慢..
陳柏叡,2,有些菜色都沒有 口感也沒有說很好
謝宗典,4,服務很好，用餐愉快
陳小鈞,5,菜色種類繁多高級
劉昱成,4,服務佳菜色豐富
林瑀軒,1,蝦子不新鮮 服務人員說是因為醃製過的且先煮一大鍋 才造成粉粉的還規定生日禮只能前後七天超級小氣
Michelle Sun,4,很多選擇，但偏貴
張亞雯,3,"這裡有另外的菜單提供給素食者點菜, 每樣都很美味可口, 唯一缺點是幾年來都沒變化。"
李素實,5,美食+親切的服務=享受
劉靡瀰,4,漲價了，壽星沒折扣了，但是下午茶有牛排了，螃蟹蝦子料理變多也多樣化，但是甜點跟去年前年可能只有一兩個變化，我是甜點控，多了現做雪花冰，但(珍珠奶茶口味)味道不足
ballballli li,5,餐廳食品種類繁多， 能符合大多數食客需求， 本次用餐分配至上層的座位，感覺取餐有些許不方便。
沈文彬,5,東西好吃又多樣，補菜速度快值得一試
POTSIEN LI,3,環境不錯，氣氛也好，服務還可以，價格一般，要訂位，食材吃起來跟其他的的歐式自助餐差不多，吃一次可以很久再來一次。
Hannah Hung,5,好吃好吃～青蘋果調酒好好喝，餐盤也常有人來收，白斬雞我封他為超級好吃雞！生鮭魚感覺新鮮～
Tianna Lan,3,吃到膩了，都沒有新的菜色
愛華爾,4,(由 Google 提供翻譯) 好(原始評論)Good
Edward Hsieh,5,食材新鮮，補餐速度快，餐點種類樣式繁多，用餐環境佳，家庭聚會最佳選擇👍👍
EDP星空交響管樂團,5,菜色豐富，好吃
ken lee,4,焗烤生蠔好吃
黃啟斌,4,好吃，就是貴了點
陳承恩,5,攻擊干貝與天使蝦
張小兔,4,餐廳內部空間夠寬，用餐不會感覺擁擠或是人很多很急促。是良好的用餐經驗。
黃莉娜,5,食材新鮮，好吃，之前有去過一次覺得不錯才會想再去，價位是有點高啦不過值得
涼涼,5,買下午茶餐卷來吃，CP值超高
蔡家倫,3,感覺比較貴，性價比略低。
Alanmax Lin,5,菜色擺盤一直有變化，甜點也精緻，這次最驚奇的是泡沫茶飲機，讓茶類的口感也有類似啤酒的不同變化。整體菜色口味也在平均水準之上！
影纏月,5,有天使紅蝦，很棒雖然常常等到錯過，但是到後面給的很豪爽！服務算是不錯的。
Alex Liu,5,東西品質穩定
王翊驊,5,美食多樣😊新鮮
江彥達,5,(由 Google 提供翻譯) 好料好吃好友聚餐(原始評論)好料好吃好友聚餐
張金山,5,環境舒適-好吃
艾伯特,5,(由 Google 提供翻譯) 真是太好吃啦!😋😋😋(原始評論)真是太好吃啦!😋😋😋
FiFi Wu,4,東西種類並非多元 但以吃到飽來說還不錯 只是蝦子沒有非常新鮮 有點失望
epost myfriends,4,不錯的餐廳。人均1000臺币
吳享叡,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
筱婷婷,5,(由 Google 提供翻譯) 美味(原始評論)美味
Fly阿捷,3,以價位及口味而言算是划算的選擇。
徐大海,4,跟同集團的每間分店口感都差不多
吳本才,1,不適和我這窮人去的地方，沒錢。
湯姆貓,5,不錯
A. WU,3,228連假吃下午茶，供餐區走道很大不擁擠，但用餐區座位的燈光太暗了，離廁所很進，有許多特別的飲料，但不知道如何自己特調，建議業者提供說明DM，生日禮一塊蛋糕和一盒茶包，給的很大氣，湯品有多了麻油雞麵線
盛旭隆,5,豐富多樣且好吃
游筱婷,4,中壢跟桃園都吃過，種類差不多
1 CHEN,5,好吃的把費，但以價格來說久久吃一次
jeangirl428@gmail.com Lai yu jhen,3,完全不划算，菜色普通，甜點難吃
柯俊銘,5,(由 Google 提供翻譯) 美食很多(原始評論)美食很多
自燃果粒,3,價格漲到逼近千元，食材只多了一點點。
詹喻晴,5,本人是吃蛋奶素感覺還不錯，如果素食的朋友們也一起去的話，還是有一些選擇的。還有其他等不拍照就吃光了。
Han-You Huang,5,(由 Google 提供翻譯) 優秀的自助餐。(原始評論)Excellent buffet.
Yunling Chang,4,菜色多樣！口味很好👍服務員很勤奮的幫忙收拾盤子！笑容可掬！手腳俐落～出餐速度快，檯面都不會空
CTS_LYC,5,食物備料充足 新鮮好吃 但未來希望多樣化一定 不然吃到後面會覺得沒什麼東西可以吃 但值得下一次再來吃 記得要預約喔
懂?,4,蝦子和醉雞超好吃的。
winter Chou,3,餐點品質有點退步，請加油；服務人員不錯。
吳智偉,5,服務很好，檯面整潔，食物品質OK
李復華,4,吃很撐
wanyu lu,3,日式風格，幾年前比較好吃...一年比一年差了
余小達,2,(由 Google 提供翻譯) C/P值不高(原始評論)C/P值不高
Xuan lan Dam,4,整體來說水準之上，惟今天的烤蝦沙腺沒處理乾凈，小扣分。
Chite Liu,3,(由 Google 提供翻譯) 人山人海(原始評論)人山人海
周憲宗,5,算是高檔吃到飽打牙祭治嘴饞的好地方
翁仁興,5,現場服務人員，廚師，各個都有禮貌，熱誠，美食種類多，佳餚美味，賓主盡歡，在中壢餐飲界，具有有指標性地位。美食4顆星，服務5顆星，推薦!
蔣崗虎,5,非常棒的用餐聚會場所，食材高檔，菜餚美味，各式料理應有盡有，飯後飲料、甜點、冰淇淋都是頂極食材，讓人用過餐還覺得意猶未盡!
xiang xiang,4,服務親切 專業 食材新鮮美味
ChaoChang Chu,5,燈光好，氣氛佳，食物都還可以，只是胃太小了！
王彥文,4,在中壢算首屈一指的吃到飽了
卓啦啦,5,各種材料精緻而且大量提供，特別喜歡原汁的飲料以及好吃海鮮（特別是煮到軟嫩咬的動的花蟹）與各種新鮮生魚片/炸物/熱炒/湯物/甜點，是我目前吃過最好的吃到飽！價錢與食材CP相當的快感度，現在朋友來台灣或桃園都必帶的餐廳！短短時間就去了好幾次，無可挑剔！
Tony Wen,3,選擇很多，可惜肚子空間有限。吃了幾盤後，味覺敏感下降，但不吃好像很虧本，只好拼命塞，搞得肚子很漲，卻嚐不到食物的美味。
Jammy Lin,4,平日晚餐吃起來比較輕鬆！
林德銘,5,好吃，就是貴了些
Bing Jie ko,1,中央廚房的餐廳 沒特色又貴。
DaRReN Lu,4,人很多，很多人，入口動線可以規劃好些。
陳宏智,4,餐點好吃，可惜又要調價了。
johnson Fan,3,菜色改變不多，難吸引常去的我們。
吳家政,4,到這裡的自助百匯用餐，菜色選擇多換補快，食材料好新鮮，餐具回收服務有點慢使得餐桌上有些凌亂，用餐空間和環境還不錯。
鄧創仁,5,平日晚上來吃，沒限時間吃到飽~ 慢慢吃很滿足。
Kim Hsiung,2,甜點ok，海鮮非常普通 ，今年過年去用餐的感覺和去年過年差非常多，且整間餐廳都有個臭味，尤其是氮氣飲料區!讓人失望!
陳文龍,5,食材品質優，烹煮講究，環境寬敞舒適，果然是名不虛傳，物有所值！
Sam Lu,4,還算不錯的吃到飽餐廳，讓人回味的是裡面的焦糖布丁、洋蔥生牛肉片、奶油白醬披薩、北平烤鴨捲餅、檸檬塔。大塊切的牛肉片並沒有很好吃，期待的淡菜，五味醬也是用的普普。全台灣的吃到飽餐廳大致就是這樣，總是有些合胃口，一些不合的，就單看那些合胃口的是不是值得這種價格吃了。
Yu-chou Yen,5,不錯吃~如果有機會去吃，我還想去一次
vivi,4,用餐時間3h半值得  好飽👍
po ppy,4,(由 Google 提供翻譯) pc直中等(原始評論)pc直中等
路人駿,5,物有所的餐廳。
小熊,5,東西還蠻豐富的，大部分的餐點都有喔，內有無障礙坡道，行動不便者可將輪椅推至用餐區用餐
Roy CHANG,4,這間甜點好吃
謝瑞金,4,東西很好，素食種類可加強
林盈秀,5,美味豐盛
邱雯婷,4,人很多，補食物的速度可以再快一點
楊中中,4,食材新鮮，服務品質優良。先做料理太慢假日人多不適合點先做，收盤服務頻繁，有些壓力。
居正鄭,5,聚餐的好選項
Lich Lai,5,品質不錯的吃到飽
KunChih Tsai,5,菜色眾多！東西新鮮！
黄國倫,4,食品種類多、新鮮度佳、服務可、價格適當。
曾佳琳,5,1個月至少要去一次😁
梁老師,4,炸物不錯，肉類很好，海鮮較弱。今天吃的海蝦似乎不太新鮮，或是包冰退冰出了問題，碎裂綿綿、缺乏彈性。飲料都太甜了，好像是讓你早早吃飽的策略？！😂
ellis liu,4,環境好
陳宏銘,3,菜色多樣，三年不變
泥巴阿姨,4,用餐環境舒適悠閒的走著拿取食物，我很喜歡😘
Cloud Huang,2,同桌的人都吃飽起身了，回來路上我才想到我點的湯還沒上……我吃素，饗食的方式是給菜單點菜，然後我就傻傻地坐了快二十分鐘才有第一道沙拉(除了醬汁，看來跟自助的選項也沒差別)，吃了幾口後劈哩啪啦其他菜上來了，瞬間我的桌面被四個盤子佔滿……^^||| ⋯⋯更多同桌的人都吃飽起身了，回來路上我才想到我點的湯還沒上……我吃素，饗食的方式是給菜單點菜，然後我就傻傻地坐了快二十分鐘才有第一道沙拉(除了醬汁，看來跟自助的選項也沒差別)，吃了幾口後劈哩啪啦其他菜上來了，瞬間我的桌面被四個盤子佔滿……^^|||接下來我只能一面吃一面疊盤子收拾桌面，以免佔了同桌同事們的空間至於菜色，真的很普通，除了「泰式咖哩鮮蔬」比較好吃(但份量也只有一點)，其他的炒飯、炒年糕、壽司配得起這一餐的價格？而且還把佛跳牆給漏了沒上(應該是真的漏了不是還沒端出來，因為距最後一項只有一條還切成二半擺盤的炸山藥捲端上桌，已經超過半個小時)，都不知道是廚房還是服務生的問題
張哲魁,3,(由 Google 提供翻譯) 食物不如以前美味(原始評論)食物不如以前美味
apus yeh,5,有預約座位安排還不錯
林忠賢,5,不錯吃，但是沒看到我愛吃的生蠔 。
瑪蜜茵䓢Mami Iiko,5,食物多樣，服務好
Jack Lin,2,很貴
謝明憲,5,菜色多  服務好
Amber Tseng,5,服務人員態度親切～假日有些熱門品項會需要排隊
Athena Huang,4,好久沒來了，覺得很不錯
popo clb,5,服務不錯~人員一直有在繞，髒盤子收很快
賈慧玲,4,很不錯的地方，食物和服務優良。
垂發許,4,(由 Google 提供翻譯) 聚餐好地方(原始評論)聚餐好地方
毓偉孫,4,柳橙汁還不錯
陳宏嘉,3,食物種類多，海鮮沒有天使蝦真是可惜。
Amy Wang,4,新鮮好吃
趙駿,5,晚餐cp值蠻高
Jhih Jyun Chen,3,餐點看起來跟吃起來差很多   有的肉咬不太下去 又太鹹
Tzu-Hsuan Tu,5,(由 Google 提供翻譯) 近期菜色~好吃~(原始評論)近期菜色~好吃~
張永,4,東西多，還不錯
萬興,4,菜色品質有更好，服務態度佳
徐玉如,4,(由 Google 提供翻譯) 好(原始評論)Good
Kane Kuo,4,不錯吃，但感覺價錢跟氣氛有點不太搭
Wei-Ru Lin,5,吃的好爽好飽，超愛～氮氣奶茶
屁股臭臭綠豆眼,5,乾淨 多樣 好吃😋
黃聖惟,5,食品選擇多樣化，新鮮好吃
郭筱薇,5,(由 Google 提供翻譯) 好吃~~~(原始評論)好吃~~~
Denny Tsai,5,吃的好飽，出菜補貨超快，完全不怕你吃，就怕你吃不下。
李衍衍,5,"好吃，食材豐富,新鮮。服務很好，每個員工都笑臉迎人，來這很用餐，氣氛很舒服。"
黃婷儀,5,菜色多樣化，食材也很新鮮用餐場地也很寬敞，值得推薦
蘇琦珺,4,地方寬敞，不會覺得擁擠食材新鮮，唯獨螃蟹太瘦了...應該是季節過了吧！
Suki Leung,5,很多款式的食物味道不錯，下午茶時段沒有羊架海鮮總類比較少
邱傑,5,幸福台灣人的聚會好選擇，美食多樣且味美
R ay,5,海鮮類都蠻新鮮選擇種類還蠻多的
hsiang jui chang,5,食材新鮮，用料大方，推薦
吳詩盈,5,很棒喔⋯⋯值得推薦
許慧慈,4,素食有專門的menu ，多樣化，甜點也是琳瑯滿目，飲料也不少~
黃家禹,4,價格稍微昂貴的自助餐，品項沒想像的多，但也算的上不差了。
Jeyee Yang,4,適合年輕人吃
SAVIOUR wan,5,(由 Google 提供翻譯) 聚餐的好地方(原始評論)聚餐的好地方
王玉瑤,4,不錯吃，但價格高了點
徐年慶,5,價位比較高！東西有變化！
沈B,4,感覺有些改裝跟調整有現調的調酒，沙瓦跟漂浮咖啡還有現弄的珍珠奶茶跟芒果雪花冰 ⋯⋯更多感覺有些改裝跟調整有現調的調酒，沙瓦跟漂浮咖啡還有現弄的珍珠奶茶跟芒果雪花冰感覺比上次吃的時候進步，滿不錯的~
張賢俊,5,好吃，菜色多，值得來嚐鮮。
David Chang,3,"胡椒蝦只有碗是熱的,奶油生蠔只有上面的起司是熱的,主食都冷冷的,有點可惜。"
王書書,4,服務好 ，環境好，2018/12初有再去吃，菜單上的饗樂排骨很好吃排骨上有許多的孜然和香料，12月主打的鮮蝦各式料理和螃蟹料理吃起來感到好吃划算，但還是平常日去吃才比較不會感到人多的窘迫，炙烤豬肉、牛肉、烤鴨都好吃，但是炸蝦炸的火侯不行蝦子炸得太油了，薄皮比薩不論是甜的或是鹹的都好吃，但是12月的甜點的部分我覺得覆盆子加上巧克力慕斯以及芒果果醬和巧克力慕斯相疊的甜點我覺得味道不合，但是焦糖布丁很推薦，各位服務的人員態度也都很好
Mater Ma,4,希望能每季菜色都能換新(至少1/4)，要不然每次吃的都差不多，已經吃膩了
gudairen,4,還可以
王錦章,1,服務品質很好
ChingChia Chen,5,真的不錯，CP值可以喲。
曉婉,2,服務很親切，食物cp值不高，不推薦。
Han Lin,3,去了幾次後，菜色及新鮮度已沒以前的水準，CP 值中...
陳月美,4,(由 Google 提供翻譯) 公司聚餐(原始評論)公司聚餐
Charlie Chiu,5,服務態度一流，美食超讚
W Emily,5,用餐空間寬敞舒適，餐點還不錯吃
石尚堯,3,有些東西以次充好...
邱瓊漫,5,菜色種類豐富，聚餐的好地方
一一愛與歡樂,5,好吃，雖然有點貴
冠倫,4,升級後多種類選擇
Sung Sung,2,價格跟食物不成正比，沒什麼好吃的
呂映萱,5,餐點樣式很多，甜點也都不錯，服務人員及廚師都很親切，會仔細介紹，環境也乾淨，整體而言很好👍
candy lin,3,用餐環境佳
Derrick Chen,4,菜色好吃，海鮮好吃，服務好。
Chan Shin,5,老婆喜歡吃，常常來吃，只是不再打卡。
ye che,4,價格比較高
鄧月,4,好吃新鮮
Tony Rejmann,5,好多好多好吃的東西在這邊
Taeri Decaprio,4,服務人員都好親切！菜色又好吃。唯一可惜的是生魚片區的生魚片都看起來不新鮮發黑了，感覺一定要夾完剩下不新鮮那一批才會幫你切過新的。結果始終都沒有勇者敢夾...在等新的說😩
kevren999,5,東西好吃，服務好
丁東成,4,菜色多。味道也不錯。服務員也勤快。領班親切。
錦陞林,5,cp值最高的一間吃到飽餐廳 買卷來非常划算
ray wong,4,食品有一定水準。
張瑀真,5,所有餐點都很美味，尤其是甜點類，cp值很高，再加上H牌冰淇淋，更是完美。
YAN LIN,5,(由 Google 提供翻譯) 平日晚餐~(原始評論)平日晚餐~
kali wu,3,越來越貴了
陳樂星,5,最好吃的響食天堂就是中壢店
Ino Wang,4,好吃！！但貴！！不過久久吃一次，值得啦！！
Wen Wen,4,食物特色變化不大
洪國隆,5,氣氛好，食材很新鮮
野生喵喵俠,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Lee Vincent,5,交通方便，空間極為寬敞舒適。菜色在水準之上。現在在酒水方面更升級提供非罐裝的台啤，和氮氣冷淬茶飲。水果方面也有提供現烤的酒香葡萄柚。
Nicole Kuan,4,這次主打螃蟹和蝦料理，螃蟹不夠新鮮，但幾道蝦子料理倒是都很不錯；其餘菜色、甜點、水果還是維持水準之上；個人一直偏好和風炸物，但今天炸物都稍油膩，尤其是茄子，一口咬下覺得噴出油來，如果能改善油膩感會更好吃
楊玉秋,3,服務生愛聊天 拿個現煮的東西還一直聊天不太愛理人 東西也越來越不好吃了價格又好貴 不太適合聚餐
CHIH,4,all you can eat 在中壢還等級不錯的吃到飽餐廳
CASTER木地板,4,菜色多元很有飽足感...
江芸君,5,餐點精緻好吃，乾淨也很明亮
張信義,5,選擇多樣，食材新鮮
fank lee,5,服務好 餐點選擇多
汪茜茜,5,料理多樣實在 非常適合聚餐大吃
王力軍,4,還算不錯。
陳韋嘉,4,好吃，菜色有改進很多
Hedy Hedy,5,平日下午茶來，好吃！東西乾淨，補的速度很快，服務也很好！
江惠如,1,一年大概只會去一次吧！下午茶說是免費，可是還是多算了一個人的價格，並沒有比較便宜。
張良景,4,食材新鮮多樣化，中式、西式任君選擇，價格合理，適合多人聚餐也是情侶佳選。
王建國,4,最好是先預約，中壢市區比較像樣的自助美食餐廳，在太平洋百貨的九樓，有地下室停車場用餐二小時免費，憑用餐發票到貴賓區磁扣消磁地下室停車場免費。
Shaoyun Zhang,4,餐點種類、數量還可以，個人覺得口味上沒有特別突出喜歡的，不過食材新鮮、味道也還不錯。下午茶時間慢慢的吃個一輪很能頂餓，晚餐一併解決了。小孩也吃的很開心。
莊子瑩,5,公司中秋餐會，蝦子好吃
Ariel Deng,4,越來越貴了
游榮勇,4,還不錯，食材普通，吸引力可以更加強
何秋萍,5,"菜色多元，新鮮好味道，最後的甜點冰品讓人意猶未盡,😋😋"
許Ben,1,太貴了吧！
黑鐵,5,服務好 ，甜點好 ，食物健康 ，因為很多飲料都沒加糖要自己手動 ，這種健康是其他地方無法比較的 ，而且也吃的到食物的原味 。
Hsiung Chien,4,菜色豐富
劉文山,5,用餐環境寬敞明亮舒適，菜色豐富選擇多樣，素材新鮮質好味美，料理手藝一流，值得大家一嚐品味。
梁祥明,3,不錯的值高
林志全,5,(由 Google 提供翻譯) 很好(原始評論)很好
Brian HU,4,對健康不好。因為好吃，總會過量。
王小克,5,任何時候來吃都能得到滿足
Chang eddie,5,(由 Google 提供翻譯) 美食!美食！美食!(原始評論)美食!美食！美食!
WICH W,5,餐點種類非常多，天使紅蝦更是極品
Tom Chen,5,定時更換菜單，菜色豐富
James Chan,4,蟹腳、螃蟹不新鮮，很難想像肉質是如此乾柴，完全不能吃。不誇張的。
馮沛淇,2,漲價菜色還變少，口味品質也沒有提升
Patrick Li,4,好吃多樣
葉佳欣,3,乾淨，整潔，食物不錯吃
chen賢,5,價錢變貴了，但是食物的等級有提升
Edward Lin,3,"聚餐好地方,菜色蠻豐富的.不過水果種類有點少"
hao cheng yen,4,環境不錯，餐點多樣
廖偉茗,4,讚~
Hsu Yi Chieh,4,甜點還行
林順嬌,5,日式料理好吃，青蘋果瓦莎好喝
葉小小,1,貴又不好吃 感覺一直趕人走 下次不會再去了
Chihhao Huang,1,電話提前告知不要排在樓上，有老人家行動不便，但根本沒理會，還是排在樓上，很差的體驗。
YUNGCHING,3,以前覺得很好，現在覺得和別人差不多，加油，期待更好的食材。
羅壽權,4,餐點選擇多啊，服務人員都很親切，環境清潔明亮。
王文泉,4,料多，味美，多樣的美食，聚餐的好地方。
Ni Hsinyu,4,食材挺不錯，無奈沒有大胃將食物都品嚐過
沈程鋒,4,好吃但是貴了點
s yushiang,4,價格漲了，東西變少都要師傅做，等待時間變
Yin,4,買餐券還算值得
睿翔楊,4,中壢區吃到飽多元選擇的好地方
Chihwei Chang,3,價位偏高，餐點品質與價位不成正比！
Kin Lien,5,很新鮮的食物，選擇也多元
吳愷倫,5,偶愛吃の食材都很新鮮😋
康建剛,3,(由 Google 提供翻譯) 普通(原始評論)普通
Chiyeh Ho,4,平日來用餐感覺還不錯，料理台的位置安排恰當使得整個空間不顯得擁擠，食材的部分很新鮮，烹調方式就比較沒有亮點
GR Chen,5,生食和鐵板料理現做好吃選擇豐富，吃到飽價格中高
0920260737 J120990086@gmaol.com,5,菜色豐富，服務態度佳。
貝貝,2,服務不錯，餐點就一般般自助基本盤，一餐也不便宜，但是最基本的乾淨都沒有，杯子最髒，用的湯碗也髒。看到都沒什麼胃口了，希望可以改進...
我的錢來吧,5,是個不錯的地方
shuttle ko,4,(由 Google 提供翻譯) 菜色常常更新(原始評論)菜色常常更新
Shinhwa Shaw,4,(由 Google 提供翻譯) 歐式自助餐廳日式，中式，西式等各式美味菜餚飲料甜點水果均為上等貨 …更多(由 Google 提供翻譯) 歐式自助餐廳日式，中式，西式等各式美味菜餚飲料甜點水果均為上等貨(原始評論)歐式自助餐廳日式，中式，西式等各式美味菜肴飲料甜點水果均為上等貨
旻玉夏,3,海鮮食材質感不佳 烹調細緻度不夠嚴謹尚隨便顯現不出食材的美味 甜點相貌可人樣式多種味道一般 服務人員態度親切很好 環境漂亮
微笑阿布,4,飲品有進步。
lee janny,4,用餐環境舒服，餐點喜歡，價位太高
Peng 藏心,5,菜色很豐富
jo chen,4,人龍啊~
游芳惟,3,覺得東西沒有那麼好吃了～
james lu,4,(由 Google 提供翻譯) 歺品好吃，用歺氣氛好，服務良好(原始評論)歺品好吃，用歺气氛好，服務良好
范裕翔,5,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
Jason Chen,4,菜色總類多樣，服務親切.唯一美中不足的就是價錢一直往上漲！
王貴芬,5,餐點多樣精緻，環境優雅，服務禮貌親切，重點 好吃   非常推
Ronnie,5,雖然價格偏貴，但食材新鮮、多樣、好吃，服務人員態度良好
杜湘娸,4,買餐券較優惠
林佳瑤,5,空間大，服務好，菜色多，甜點冰淇淋優。
fong lin,5,服務人員親切，勤收空碗盤。
MUAR TAN,4,空間很大食物選擇多，超過兩百道料理任選。服務和衛生都很不錯， ⋯⋯更多空間很大食物選擇多，超過兩百道料理任選。服務和衛生都很不錯，還會不時來收走髒盤。被安排在樓上的位子，下樓取餐可以當散步。晚餐四小時用餐時間，可以吃得更從容不迫。各式新鮮的異國餐點，日式天婦羅稍微油膩。蝦子新鮮豬肋排美味，啤酒任喝調酒很順口，還有各式甜點冰淇淋。可惜價位偏高不吸引。
Aaron Chen,4,價位尚可食材不錯值得一來
林梓峰,4,整體菜色可，但還有進步空間。
楊登宇,4,食材新鮮，焗烤牡蠣好吃
Godspeed Bezos,3,有在提升人員的教育，菜色也有所改變
彭兆煥,3,價錢有些貴
涂滿慶,5,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
川山克制服,4,品質與價格同等！
鄭清美,5,食物花樣很多，環境乾淨。
緯小小,5,有點貴
葉淑芬,4,跟朋友們聚餐的好地方，如果說是使用餐卷的話比較划算，下午茶的價錢有稍高很多，也可以選擇別的店家。
Zhiwen Liu,3,今天來吃 收盤子的女服務員臉不知道在臭什麼意思的 欠她錢一樣 完全沒禮貌
Al Zero,3,貴又難吃
renn david,3,吃到飽
陳小澤,4,東西很多很好吃，只是單價偏高，但是可以吃3.5小時還不錯。
Do Re Mi,4,"沙拉吧, 氮氣系列的飲料都有驚艷的感覺"
chenzernshii,5,東西好吃，菜色多樣，食材新鮮。雖然不很便宜，但物有所值，很值得。
