評論者,評等,評語
張馨真,1,非常不開心的用餐經驗，以後不會再來
欽原張,1,帶我緩慢，而且服務生搞不清楚位置，坐到定位都已經14:50了。然後四點半非常準時請客人離開。
Colin Lee,4,彩色多元化 服務親切 環境整潔乾淨
winnie Lu,1,貴又不好吃。
benjamin kujabi,5,(由 Google 提供翻譯) 很棒的環境，美味的食物！價格是自助餐的最佳報價。新鮮海鮮 …更多(由 Google 提供翻譯) 很棒的環境，美味的食物！價格是自助餐的最佳報價。新鮮海鮮雞尾酒豬肉牛肉與其他當地美食搭配，但是請放心，您將獲得價格。 ＃質量(原始評論)Great environment with great food! The price is the best offer for a buffet.Fresh seafoodCocktailsPorkBeefWith other local dishes but be assured that you will reap the price. #quality
Lee昀臻,3,甜點雖然選擇多樣，但都不精緻
Yu,5,空間大、位置多，服務人員很友善，收餐盤也都收的很快
賴宥恩,3,烤牛肉有點普普烤鴨還不錯吃
辜士銘,4,服務態度品質還可以食材普通也還可以
陳信旭,4,牛排好吃選擇多樣
LEE YONGSEOK,3,(由 Google 提供翻譯) 想到台灣的價格是昂貴的。幸運的是我沒有預約，但我有一個座位，所以我在5:30進入。在生魚片或壽司中沒有太多的生魚片感。我不認為吃的東西比想法多，因為食物成分與韓國自助餐非常不同。 …更多(由 Google 提供翻譯) 想到台灣的價格是昂貴的。幸運的是我沒有預約，但我有一個座位，所以我在5:30進入。在生魚片或壽司中沒有太多的生魚片感。我不認為吃的東西比想法多，因為食物成分與韓國自助餐非常不同。(原始評論)대만 물가 생각하면 비싸다고 생각됨. 다행히 예약을 안하고갔는데 자리가 있어서 5:30 시간에 잘들어감. 회나 초밥 종류에 올라가는 회 식감은 별로임. 찐게 같은 요리도 그냥 그런정도 한국 뷔페랑 음식 구성이 많이 다르니 생각보다 먹을게 별로 없는것 같음.
Lo仔仔,5,用餐環境很乾淨也很舒適，食物也都很新鮮好吃，偶爾想吃好料buffet又怕太傷荷包，饗食絕對是我的首選！
劉慧能,4,他們的餐點好吃，坐位也舒適，服務人員也親切
林立偉,5,食材好，服務優。
陳淑鴻,3,食材樣式很多，但用餐那天看到老鼠……
Carlos Alberto Rotolo,5,(由 Google 提供翻譯) 精彩(原始評論)Wonderful
Wang豐盛豬,5,想吃到飽就會想到 饗食天堂隨價格有漲 ⋯⋯更多想吃到飽就會想到 饗食天堂隨價格有漲但食材用料也有加強值得一來再來
David Liu,2,服務不錯，但居然有老鼠，很扯
Kyle Huang,5,服務親切！
郝惠鳳,4,環境服務態度都不錯
勾機靈,5,服務人員態度很好，人多有時收盤會慢一點 可以接受。今天坐的位子A09 地面或是椅腳有點油膩 向前傾吃東西時椅子會緩慢地往後滑。
Rick Wang,4,對得起價格的味道
戴旭美,5,以價位而言！品質算不錯，很適合親友聚餐的好地方
John Huang,3,優點：餐點算多，蛤蜊湯、烤蝦、甘貝、哈根冰淇淋好吃缺點：青菜少、牛肉與白蝦，淡菜、蟹不佳
王家鼎,5,超級齊全加好吃
Yu Ting Fang,4,餐廳很美，食物味道不錯，服務生和廚師也都很有禮貌
起發陳,4,親民的價位，服務親切，菜色豊富，值得一去再去的地方
黃上瑋 Caridee,5,吃午餐空間很大最喜歡炙燒鮭魚 炸蝦 酥皮玉米濃湯(濃湯很濃帶甜很好喝) 蝦蘆筍手捲 蛤蜊絲瓜湯（蛤蜊沒有很大顆小失望）日式炸蝦（蝦有點小) 螃蟹（但沒有什麼肉 而且沒有工具吃 ⋯⋯更多吃午餐空間很大最喜歡炙燒鮭魚 炸蝦 酥皮玉米濃湯(濃湯很濃帶甜很好喝) 蝦蘆筍手捲 蛤蜊絲瓜湯（蛤蜊沒有很大顆小失望）日式炸蝦（蝦有點小) 螃蟹（但沒有什麼肉 而且沒有工具吃 不太方便）烤羊排跟現切肋眼牛排服務很棒 有為了晚進去的我們延長一點用餐時間甜點普通 起司蛋糕沒有很濃郁 哈格達斯有幾桶很硬到很難挖起景色普通 可以不用做靠窗 都看到鐵皮屋頂 沒有啥景色可言廁所有點隱密 要問了才知道如果再吃饗食的話還會來這家 空間大感受好菜色多 但跟下午茶菜色沒有什麼太大差別 建議可來吃下午茶就好！
Real estate Shin,5,(由 Google 提供翻譯) 不要去天堂姍姍或海港自助餐。去這裡。下午茶是最便宜的，你可以吃很多食物。作為一個不能在台灣吃奶油意大利面或牛排的國際學生，這對我來說真的很好。我問這個月前後是否有生日，所以我們吃了一塊蛋糕。 …更多(由 Google 提供翻譯) 不要去天堂姍姍或海港自助餐。去這裡。下午茶是最便宜的，你可以吃很多食物。作為一個不能在台灣吃奶油意大利面或牛排的國際學生，這對我來說真的很好。我問這個月前後是否有生日，所以我們吃了一塊蛋糕。(原始評論)파라다이스 샹샨이나 하버뷔페 등등 가시지 마시고 여기 가세요 오후차로 즐기시면 가장 저렴하고 여러가지 많은 음식 먹을 수 있어요 대만에서 평상시에 크림파스타나 스테이크등 양식을 못먹는 유학생인 저에게는 정말 너무 좋았습니다. 그리고 앞과 뒤 한 달 중에 생일 있냐고 물어봐서 저희는 케이크 얻어먹었습니다 ㅎㅎ
David Liu,4,菜色食材新鮮好吃！甜點不錯吃！
Kin Leong,5,(由 Google 提供翻譯) 台北最好的自助餐廳（自助餐廳）之一(原始評論) …更多(由 Google 提供翻譯) 台北最好的自助餐廳（自助餐廳）之一(原始評論)One of the best buffet (all-you-can-eat) restaurants in Taipei
HSIN-CHIN JI,4,用餐時段為假日中午大多數食材調味不重飲品種類有茶有沙瓦 ⋯⋯更多用餐時段為假日中午大多數食材調味不重飲品種類有茶有沙瓦羊肩排和美國牛口感軟嫩哈根達斯花生口味較少見裡面包含鹹花生醬和顆粒生日禮有茶包和起司蛋糕
Li richard,5,生日禮 這一次送茶包禮盒有帶小朋友還送氣球  跟畫圖畫筆因為有帶小孩跟長輩  請服務人員換前面一點的位置也ok ⋯⋯更多生日禮 這一次送茶包禮盒有帶小朋友還送氣球  跟畫圖畫筆因為有帶小孩跟長輩  請服務人員換前面一點的位置也ok5星是給服務跟感受  餐點大概4星囉  還不錯覺得好吃的是生魚片系列跟冰淇淋
My loso,4,台灣知名的自助餐廳環境跟食材還有口味都水準之上
한국의기적,5,(由 Google 提供翻譯) 好吃！請過來！(原始評論)맛있어요! 꼭 가세요!
張子元,5,食材新鮮  種類繁多  口味合宜  環境幽雅
Lobo Lee,4,"海鮮新鮮，肉類，牛排及其他熟食無特別，生魚片，炸物，沙拉bar,港式類可選擇，有生啤酒及甜點，須請服務人員服務，雖然整體來說，菜色選擇性不多，但算美味！服務不錯，該公司很注重顧客的建言，可購餐券會比現場價格划算!"
玉遙,4,還是相當不錯的，家人也都喜歡
정미정,4,(由 Google 提供翻譯) 這家餐廳位置在101對面的一家商場裡6樓的位置，餐廳雖然有靠窗的位置，不過看不到101，而且離取餐區有點遠。餐區食物很豐富，也蠻新鮮的。強烈推薦這邊的鮮蝦點心，小小的很好吃，可惜忘了拍照。三文魚，海螺還有海蟹都很新鮮，海蟹還有蟹膏，很喜歡😄餐廳服務也不錯，收盤比較及時，而且看到沒有紙巾了也會主動幫我們拿過來。很贊 …更多(由 Google 提供翻譯) 這家餐廳位置在101對面的一家商場裡6樓的位置，餐廳雖然有靠窗的位置，不過看不到101，而且離取餐區有點遠。餐區食物很豐富，也蠻新鮮的。強烈推薦這邊的鮮蝦點心，小小的很好吃，可惜忘了拍照。三文魚，海螺還有海蟹都很新鮮，海蟹還有蟹膏，很喜歡😄餐廳服務也不錯，收盤比較及時，而且看到沒有紙巾了也會主動幫我們拿過來。很贊(原始評論)这家餐厅位置在101对面的一家商场里6楼的位置，餐厅虽然有靠窗的位置，不过看不到101，而且离取餐区有点远。餐区食物很丰富，也蛮新鲜的。强烈推荐这边的鲜虾点心，小小的很好吃，可惜忘了拍照。三文鱼，海螺还有海蟹都很新鲜，海蟹还有蟹膏，很喜欢😄餐厅服务也不错，收盘比较及时，而且看到没有纸巾了也会主动帮我们拿过来。很赞
Emily Ts,5,食物很新鮮好吃
王煌昆,2,還好普通沒什麼特別
Thomas Huang,5,衛生/服務親切/費用合理
王正義,4,主食食材豐富，飲品還不賴，甜點少了一點
So Siu Hung,4,不過不失。
Chun Hsiu Hsiao,5,食材新鮮、用餐環境乾淨舒適，靠窗座位還能看到101
Mich Lee,1,啤酒、湯、咖啡都很淡，海鮮普普，牛肉過熟。排隊動線不佳，容易被插隊。與鄰桌之間距離很近，進出座位餐點會被旁邊客人的屁股碰到。建議增設包廂提供給團體客人，不然他們喧嘩吵鬧真的很影響其他客人用餐心情。
林林發,3,比起來 還是南部的食物比較多。
彭珮婕,5,海鮮類的食物蠻新鮮的
Helen Lin,4,(由 Google 提供翻譯) 多種選擇(原始評論)Variety choices
螞殺糧,5,有點膩了
sally chen,5,歡迎便當五個外送喔
矽谷吃翰,5,吃到飽中算cp高的
kkitty小雷,5,好吃cp值滿高的一家 buffet
珍愛典藏,5,東西很多
Huang Mochi,5,服務人員很親切，餐點多樣又新鮮，雖然今天是連但當天預約還是有座位，值得回訪的餐廳！
陳慧昕,4,食物種類豐富
Eric ShangKuan,5,食材種類多
中心,5,餐點多元美味
tony liu,4,餐點種類豐富，但是人多，用餐時間太短啦！
王金生,3,服務不錯，餐點品項尚可，是聚餐的好地點，每消費1000元可折抵一小時停車。
宋雅惠,4,餐點選擇性多、更換菜色！
Dusty Yeung,3,價錢不貴，相對食物也普通，海鮮類選擇不多，也沒海鮮味！
jerry chang,5,(由 Google 提供翻譯) CP值高(原始評論)CP值高
Lan,5,菜多樣化，味道都不錯❤
陳阿金,5,這間比京站好吃
Huang Cathy,3,老字號的一家自助餐廳，價格跟食材內容都還算不錯。很適合進行部門聚餐。自己要吃啥自己去享用，雖然說中午，但是生意非常好。Buffet restaurant located in Xinyi area. The  place is spacious and suitable for groups gathering.
Fu Chun Pong,3,價錢便宜，食品飲品款式選擇多，但食品味道一般，沒有特別精彩菜式，但可以一試
Et wang,1,幫忙拿甜點的男服務生像是別人欠了他八百萬一樣去了兩次都同個人    態度極糟明明早就看到客人們在排隊等著拿蛋糕還刻意慢悠悠地切水果 ⋯⋯更多幫忙拿甜點的男服務生像是別人欠了他八百萬一樣去了兩次都同個人    態度極糟明明早就看到客人們在排隊等著拿蛋糕還刻意慢悠悠地切水果等了很久才臭臉慢吞吞地過來想說他拿蛋糕的速度很慢   所以拿完一個蛋糕再講下一個就被嗆「可以一次講完嗎!」蛋糕盤子明明比較靠近服務生   卻態度不佳地要求客人自己拿盤子蛋糕牌子明顯放錯   客人想確認蛋糕的名字又被嗆說「蛋糕旁都有牌子  自己看」這位員工的家裡跟公司是都沒在教怎麼好好講話的嗎^^建議如果不爽做的話不要做   服務業不是這樣做的員工素質不佳   不會再去了
Mina,5,有水準 好吃
Lance李,4,東西種類蠻多的，最好要訂位，品質不錯
Alana Chen,3,平平，沒有很驚艷的記憶點蠻普通的
shian Liu,4,場地寬敞，座位排列不擁擠，各項食物種類齊全，可惜《肋眼牛排》筋未剔除，難以大快朵頤。各種蛋糕很具水準，是不錯的選擇。
BJ LIN,5,(由 Google 提供翻譯) 第一次去吃，位置被安排的很好(原始評論)第一次去吃，位置被安排的很好
CJ jeong,3,食材豐富但動線不佳，很容易裝好食物端盤小回到位子時，跟其他客人或是整理餐車撞到，另糕點飲料吧檯，有不少果蠅圍繞🙄
徐潇越,5,(由 Google 提供翻譯) 很棒。(原始評論)很棒。
WENNON LEE,4,餐食種類眾多，可惜海鮮不夠新鮮，氮氣冷萃飲好喝耶，甜點也不錯.
阿寶蘇,5,覺得漲價後，變好吃很多了。這次下午茶沒有吃到雷跟以往比起來真的很不錯
jackwu2017,4,還不錯！
titus Hsieh,4,食物不錯，人多多
Tsai Binghsin,2,雖然種類不少，不過食物都沒什麼記憶點，沒有想再吃一次的食物，除了生魚片跟蛤蜊之外，其他海鮮的新鮮度也普通，唯一覺得不錯的是復刻奶茶，覺得整體的品質不太高
Chia Yung Huang,1,服務生態度極差，惡劣。吃完晚飯，半夜上吐下瀉
dkaegir,3,料理普普還ok
林振嗣,4,菜色不錯，可以吃到多種料理
Phyllis Tsai,4,下午茶CP值真的不錯 只是人潮太洶湧
Alice Chen,5,好吃多樣
陳宏仰,3,就一般的吃到飽，用餐環境有些緊。
嚴小嚴,5,謝謝燦爛笑容的您們，在除夕這天，熱情地服務難得有機會聚餐的我們
meng lin Hsieh,4,貴雖然貴，東西還新鮮，家人聚餐的好去處，但建議要早3星期訂位較妥。
Yu-chou Yen,4,價格品質越來越不一致
A-Ga Hsu,5,柳葉魚好吃!!  巧達濃湯也好喝 🤤🤤🤤
潘秀芬,5,樣式多
Shin Lin,4,服務態度很好、很貼心，收拾速度很快，而且我們帶小小孩用餐，竟額外提供畫筆和餐兜。食物種類方面沒有預期的那麼多，但還是很豐富。松露燉飯、生牛肉、港點好好吃，甜點和飲料種類不少，還有各種熱湯，都非常好喝！陶鍋湯頭好用料實在。
Chang Alina,5,服務態度好
Aliee Baek,5,生食類很推薦❤️❤️如果敢吃生牛肉的話可以嚐嚐看印象最深的是焦糖烤葡萄柚
林廷龍,4,服務不錯
Lancelot Hsu,4,精緻美食，用餐環境佳。
霽玥晴雨,5,位於信義區最繁華的商圈，旁邊就是南山微風與威秀影城，交通算是非常便利（捷運市政府站，公車），停車也方便（周圍的百貨有很多停車場），座位數非常多（364個席位）且寬敞舒適，以同類型吃到飽的餐廳來比較（漢來海港餐廳，欣葉，喜來登），價格算是較低，其中以下午茶的時段最為划算，如果買夠麻吉餐卷的話一個人只要六百多，雖然用餐只有兩小時，但以我個人來說已經綽綽有餘了，再多時間其實也沒那個肚子可以吃，餐點種類眾多，不過不同的分店供應的餐點似乎有所不同，比起其他同類型餐廳毫不遜色，口味上來說 ⋯⋯更多位於信義區最繁華的商圈，旁邊就是南山微風與威秀影城，交通算是非常便利（捷運市政府站，公車），停車也方便（周圍的百貨有很多停車場），座位數非常多（364個席位）且寬敞舒適，以同類型吃到飽的餐廳來比較（漢來海港餐廳，欣葉，喜來登），價格算是較低，其中以下午茶的時段最為划算，如果買夠麻吉餐卷的話一個人只要六百多，雖然用餐只有兩小時，但以我個人來說已經綽綽有餘了，再多時間其實也沒那個肚子可以吃，餐點種類眾多，不過不同的分店供應的餐點似乎有所不同，比起其他同類型餐廳毫不遜色，口味上來說雖然沒有非常極致，但也還在能接受的範圍，以cp值來說是不錯的，所以即便是平日的下午客人也都是滿滿的，對於大食量的人來說應該是相當划算的選擇。
Lewis Rong,3,漲價後升級有感，少數有感升級的特例，服務也不錯。但廁所異味太重，不是很能接受
高婕熒,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
俊,5,被朋友邀請來過生日！還有生日蛋糕跟小禮物，感覺真不錯👍 ⋯⋯更多被朋友邀請來過生日！還有生日蛋糕跟小禮物，感覺真不錯👍當然，食物也都很新鮮可口，甜點也很好吃！適合聚餐！
陳威禎大安區民輝里長,4,(由 Google 提供翻譯) 好的商店(原始評論)好的商店
Neo chung,4,(由 Google 提供翻譯) 管理良好(原始評論)管理良好
郭博聞,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
毛,4,選擇雖不算多 但品質都還不錯
張獻裕,3,服務態度佳有禮貌客氣，食物新鮮可以吃飽喝足，空間稍小，大致滿意。
Jerry,3,食物 75 分 環境 75 分 價格 60 分 服務 75 分 整體用餐CP值 70分將近1000元的消費 (含1成服務費) 於平日晚餐下次不會再去了 除非降到599 (含1成服務費) 才會考慮~
Moku Ho,4,自助式的餐廳與飯店裡的餐廳，菜色各有特色，饗食的動線較流暢食材也較完整，價格也比較實惠，雖然食材一整年幾乎都沒換，但偶而吃吃也不錯
張介謙,5,食材新鮮，環境整潔，口味多樣，一次滿足。
鳳葳,2,菜色沒有新意，烹調方式也普普
阮大師,3,大失所望！到時是星期五晚上八點左右，菜色已不全，補料又慢，雖價格尚可，但菜色不出色，味不美，價尚可，不推薦！
余麗靜,4,跟大直店比起來感覺壓迫感很重，或許位在信義區寸土寸金的關係，座位排的很近，壓迫感就重，不過菜色似乎少了很多，不知道是否空間較小的關係。下回還是選擇大直店，舒適。
Shannon Choi,4,(由 Google 提供翻譯) 我平日去吃晚餐，我很期待它，但它並沒有比我想像的好多了。ㅎㅎ..我似乎期待很多......但是一旦海鮮酥脆！如果你喜歡蝦，你可以單獨拉蝦。 …更多(由 Google 提供翻譯) 我平日去吃晚餐，我很期待它，但它並沒有比我想像的好多了。ㅎㅎ..我似乎期待很多......但是一旦海鮮酥脆！如果你喜歡蝦，你可以單獨拉蝦。(原始評論)평일 디너 갔고요 엄-청 기대했는데 생각보다 별로였어요 ㅎㅎ.. 기대 많이 해서 그런듯.. 근데 일단 해산물은 싱싱 ! 새우 좋아하시는 분들은 새우만으로도 뽕 뽑을 수 있을듯 ㅋㅋㅋㅋ
Kevain Lin,5,(由 Google 提供翻譯) 好(原始評論)Good
馬爺,4,食材、服務都有水準.
Garry Yeung,4,焗烤生蠔超大塊 淡菜超大顆裝潢古典優雅座位非常多所以有些位子離食物很遠有時人多夾菜會需要時間排隊
Shon Hu,4,選擇豐富，品質佳現切牛排、炸蝦好吃 //牛排拿完重等要很久自家調製的綠茶好喝 ⋯⋯更多選擇豐富，品質佳現切牛排、炸蝦好吃 //牛排拿完重等要很久自家調製的綠茶好喝現刨的雪花冰不錯吃冰淇淋是哈根達斯的收盤速度快當月生日有送提拉米蘇及一盒茶包
5588 kuei,5,菜色多 服務好
張明城,1,濃縮果汁還原，台啤調過味道太淡，刀叉備品不足，生魚片會帶筋，香魚只有第一個小時有看到，現切牛排肉質還不錯軟嫩不材，桌面整理算快，服務不錯
呂美齡,5,(由 Google 提供翻譯) 物超所值(原始評論)物超所值
Chintsun Chen,4,食物沒有問題，座位空間雖然不算寬敞但還可以接受，動線規劃不順暢，用餐時間人多的時候有點混亂，整體來說還不錯，價位不算太貴
Night Last,5,我個人評分最高的一家吃到飽，過去幾年了還是最喜歡饗食
M Sun,5,喜歡靠窗的視野景色各方面都比其他分店好品質也維持一定不過菜色每次來都沒什麼變XD
陳美齡,4,食物很豐盛，沙拉區選擇多
Willy LIN,3,(由 Google 提供翻譯) 普普通通(原始評論)普普通通
Anne Chou,3,2019/1/12初訪：當天只有覺得湯品好喝，御膳桂丁雞湯真的好喝；紅棗青木瓜豬腳湯味道不錯；鴨粥味道不錯；當歸排骨湯還可以；烤蝦味道很不錯；炒天使紅蝦的蝦肉比較粉，骰子牛偏硬，甜點的檸檬塔酸酸的還不錯；吃了兩顆焗烤生蠔其中一顆味道很腥的，覺得也不是很優。整體來說，補餐很慢，讓客人花很多時間在等先做料理，烤蝦一下子就沒了，於是大家得站那邊等現烤，覺得浪費非常多時間在等待。
Timmy Chang,3,好貴
黃傳輝,4,我來訂位，BJ4
張玟棋,5,值得試一次 但就算再愛吃 一年吃一次也就夠了
曾淑芳,4,食物好空間佳，雖不便宜，但相較其他同類型店，這裡還是很讚
Jack Yang,5,吃到飽的好地方，啤酒飲料暢飲～
林璟妘,5,精緻好吃！食材也都很新鮮
Calvin Yu,4,空間規劃很好，料理選擇多樣。但是料理不算有誠意，食材跟火侯對追求美食的人而言只能算還好而已。另外就是燈光太慘了，不僅食材盡皆失色，很多人精心打扮也都成了慘綠臉色跟裝扮。所採用的led燈的演色性太差了，紅色部分太暗，讓東西吃起來也更為失色。
米克,3,烤蝦很Q彈
Dinger Hwa,4,食材種類多，家庭區收盤速度慢一點，秘製醉元寶(豬腳)不錯
Fengting Hsu,5,全家每個月都一定要來吃一起。CP值高。
林錦華,3,你這個價位來說算很超值 東西不錯 服務優
王志强,4,優雅浪漫
胃黏糖,4,以這個價位的吃到飽，大概沒對手了
AL TU,3,天使紅蝦很不ok，不新鮮
god Kao,4,服務超親切😊
Kuan Huang,5,服務不錯，這個價格可以
蒼雲,5,高雄，台中，桃園，台北信義。這四家饗食我都吃過。但就以菜色種類，跟菜品品質來做評比。 ⋯⋯更多高雄，台中，桃園，台北信義。這四家饗食我都吃過。但就以菜色種類，跟菜品品質來做評比。台北信義店絕對是冠軍。如果你在桃園吃饗食，感覺很差。那我建議你來試試台北信義店。相信會改變你對饗食天堂的看法。
酸葡萄,5,空間寬敞，菜色多
shining hu,5,自助餐的陣容真的強大，完全沒有什麼時間拍照，單是取餐享用都來不及了。 ⋯⋯更多自助餐的陣容真的強大，完全沒有什麼時間拍照，單是取餐享用都來不及了。吃的很滿意視覺也很享受，最推薦生魚片和蝦類食材，非常新鮮，熱食區的選項雖不是道道精彩但一定會找到喜歡的，個人最愛烤鴨捲和蛤蜊湯。咖啡推薦喝美式就好，其他的口味都很淡。經過甜點區要冷靜，別被琳瑯滿目的選項給迷惑了，其實只有幾款味道出眾，取用之前可以詢問一下服務人員糕點的口感和味道層次。Haagen Dazs 冰淇淋當然是最天堂的結尾，只是當天口感有點軟，應該是為了讓客人方便挖取而調整的溫度吧！體驗後覺得是值得再去品嚐的選擇，推薦給大家。
mu mu,5,2018.12.31（一）下午茶菜色還滿豐富的！ ⋯⋯更多2018.12.31（一）下午茶菜色還滿豐富的！鹽烤魚下巴、鹽烤鮭魚骨、牛排、自然豬、饗樂骨、松露野菇燉飯都好吃！柳橙汁不錯喝！
JiTing Wu,3,骰子牛很難咀嚼，肋眼牛排除了都是筋還很柴，海鮮算新鮮，服務也可以。
家家,1,(由 Google 提供翻譯) 尾牙(原始評論)尾牙
詹俊華,5,就吃到飽餐廳價位而言，算是cp值高，一人千元有找
Kian Soon Chai,4,"(由 Google 提供翻譯) 新鮮和美味的海鮮自助品種...蟹，牡蠣，鮭魚生魚片，蝦，還有羊肉排骨，豬里脊肉，烤牛肉等。豐盛的飲品包括威士忌雞尾酒和台灣啤酒。預訂否則準備等待，因為人們傾向於在自助餐停留更長時間。好吃 …更多(由 Google 提供翻譯) 新鮮和美味的海鮮自助品種...蟹，牡蠣，鮭魚生魚片，蝦，還有羊肉排骨，豬里脊肉，烤牛肉等。豐盛的飲品包括威士忌雞尾酒和台灣啤酒。預訂否則準備等待，因為人們傾向於在自助餐停留更長時間。好吃(原始評論)Fresh and good varietal of seafood buffet...crab, oysters, salmon sashimi, prawn, also meat like lamb rib chop, pork tenderloin, roast beef. Plenty of drinks including whiskey cocktails and Taiwan beer draft. Make reservation otherwise prepare to wait as people tends to stay longer at buffets. Yummy"
李建銳,4,服務態度好
왕미람,4,服務人員很勤勞換餐盤，清潔，態度親切，東西也好吃😋，種類也不少
林子葦,4,櫃檯服務人員非常親切有禮。
Charlene Lo,4,菜色品質比以前提昇。
Ben Lee,4,地方大 座位多。但與中國廣州些自助餐內種類尚差少少。
Wu cindy,5,裝潢明亮很舒服，餐點好吃
jiun jay Chang,3,菜色變化少
seong min Baek,3,(由 Google 提供翻譯) 它沒有我想像的那麼好。蛋糕味道不好。(原始評論) …更多(由 Google 提供翻譯) 它沒有我想像的那麼好。蛋糕味道不好。(原始評論)기대하고 간 것보다는 별로였습니다ㅋ 케잌은 맛 없었어요.
蔡其伸,3,食物還可以，但包廂座位有一點擠
Lau Ban Yen,4,饗食天堂餐點品質最穩定的的一家店，每次都從新竹北上來吃這家。
王曉楓,3,個人感覺 美麗華附近那間比較好
胡仲仁,3,不錯
Anthony Cho,4,(由 Google 提供翻譯) 晚餐的好地方。(原始評論)Nice place for dinner.
yihui Li,4,菜色多很美味，但廁所需要加強。
沈育賢,5,整體來說還不錯，前幾天去吃探索廚房，發現這間還是比較好東西多，而且服務人員很nice
澎薰慧,2,服務人員有待訓練
Tommy,3,升級過的食材還不錯，建議專攻海鮮跟烤牛肉，骰子牛也不錯，甜點一半，茶類，鐵觀音跟魚池紅茶好喝，使用餐卷划算很多！
BERNICE WEI,3,廁所不是很乾淨  部分地板黏黏的 食材補得有點慢
Joy Yiu,4,料理豐富，沒有限時用餐
T Fanning,4,(由 Google 提供翻譯) 太常來吃了! 吃到沒感覺! 【必點】蛤蜊湯、鴨粥、烤鴨、醋、魚下巴、鮭魚、手捲、生牛肉、黑巧克力(原始評論) …更多(由 Google 提供翻譯) 太常來吃了! 吃到沒感覺! 【必點】蛤蜊湯、鴨粥、烤鴨、醋、魚下巴、鮭魚、手捲、生牛肉、黑巧克力(原始評論)太常來吃了! 吃到沒感覺! 【必點】蛤蜊湯、鴨粥、烤鴨、醋、魚下巴、鮭魚、手卷、生牛肉、黑巧克力
rick Chang,4,贊!只是不好排就是了
張宜俢,2,12/9號中午18人用餐，桂花炒蟹有氨水的味道、生魚片、水煮螺等表現差勁、黑巧克力過甜，惟服務、小菜、炸物不錯
zoey,1,服務生都用實習生、態度極差、一邊玩耍一邊端盤子還差一點撞到人。盤子連拿都拿不好。店長副店長不會訊練人可憐。
楊佩倩,5,下午茶選擇多，食材夠新鮮還有台啤喝到飽，如果可以有紅白酒就更好了！
羅仕傑,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
Alice Cheung,5,菜色多樣 新鮮美味
謝長宗,3,不知道該說啥，就吃到飽但沒特色
Mark Yang,5,上網買折價卷 很划算
侯陽峰,3,評價誇張了，嚐個鮮，但沒特別吸引點再去
蘇志平,4,上網買餐券500多Cp值很高
Ruby,5,生日小禮物（南非葉茶包）
李榮晉,5,(由 Google 提供翻譯) 好(原始評論)Good
Ming Ju Chen,5,改版後重新坐回把費界霸主的位子
Eden Lin,5,餐點種類多，東西好吃；不過還是略遜色於京站店。
haha,5,還沒去吃耶
정유빈,4,(由 Google 提供翻譯) 總體不錯(原始評論)전체적으로 좋아요
唐曉昭,5,(由 Google 提供翻譯) 好好吃(原始評論)好好吃
"여기, 그때, 거기 _ here, that time, there",5,"(由 Google 提供翻譯) 高品質的海鮮自助餐壽司工匠，烤牛肉，烤蝦牛排(原始評論) …更多(由 Google 提供翻譯) 高品質的海鮮自助餐壽司工匠，烤牛肉，烤蝦牛排(原始評論)고퀄리티 씨푸드뷔페 초밥장인, 그릴드 소고기, 그릴드 새우 굿잡"
Ping-Hsien Chung,5,(由 Google 提供翻譯) 美味的(原始評論)Delicious
莊能,1,東西又不多 菜色也不怎麼樣 服務到不錯
朱維新,4,越來越精緻了
Iris Tu,4,還不錯
吳佳龍,4,用餐時間兩小時。
擺渡人,5,多方面的美食吃到飽，格局也漂亮。
游晉鴻,4,以菜色跟品質而言價格感覺上算高了點
James Weng,3,廚師沒帶手套做壽司切生魚片，頗噁心
eager hsu,5,變好吃了
lin eyelin,5,窗邊座位視野佳，餐點種類豐富美味
艾煥祥,4,東西都還不錯吃，尤其是啤酒燉牛肉
Ma Ella,5,整體用餐氣氛佳，補菜速度快
黃莞君,5,食物新鮮，服務員很親切
HC Lin,4,今年菜色更新後有加分，平日下午茶或是優惠期間值得一試，原價的話就太貴了，不如省下來好好去吃單點的餐廳
林明儀,5,算CP值高的吃到飽餐廳
邱雅芬,4,(由 Google 提供翻譯) 新鮮的精緻美食(原始評論)新鮮高級料理
조욱희,3,(由 Google 提供翻譯) 有很多種，但味道很多。(原始評論)종류는 많으나 맛은 그닥입니다
mina choi,4,(由 Google 提供翻譯) 在天堂，我要去走廊！這是一個類似於其他菜單的菜單，除了堅韌的牛排+烤架，其尺寸很小。您可以在Vivs Dinner享用更多種類的韓國菜。 …更多(由 Google 提供翻譯) 在天堂，我要去走廊！這是一個類似於其他菜單的菜單，除了堅韌的牛排+烤架，其尺寸很小。您可以在Vivs Dinner享用更多種類的韓國菜。(原始評論)인파라다이스 향향가지마시구 향식천당가세요!!!향향에서 쪼그만한 질긴스테이크+관자구이 빼고 나머지는 거의비슷비슷한 메뉴구성인데 가격대비 만족스러운 곳입니다.한국에서 빕스디너갈 돈으로 더 다양한 음식을 드실 수 있어요.
Mr. R,4,菜色多樣，選擇性多。
wang琇琇,5,室內空間舒適，地方算是寬敞，食材也新鮮合口味，cp 值高
Chee Hou Lee,3,食物還好
